,P,Exp P,Log P,Log Exp P
8099485,7.97e-06,4.62787275201081e-06,5.099,5.335
8099622,8e-06,4.7380601984872585e-06,5.097,5.324
978439,8.36e-06,4.848247644963707e-06,5.078,5.314
978441,8.41e-06,4.958435091440154e-06,5.075,5.305
8099567,8.41e-06,5.068622537916602e-06,5.075,5.295
9338735,8.42e-06,5.1788099843930505e-06,5.075,5.286
8099550,8.48e-06,5.288997430869498e-06,5.072,5.277
8099453,8.48e-06,5.399184877345946e-06,5.072,5.268
8099630,8.61e-06,5.509372323822393e-06,5.065,5.259
8099510,9.13e-06,5.619559770298842e-06,5.04,5.25
978424,9.31e-06,5.72974721677529e-06,5.031,5.242
8099455,9.34e-06,5.839934663251737e-06,5.03,5.234
8099392,9.52e-06,5.950122109728185e-06,5.021,5.225
8099575,9.87e-06,6.060309556204633e-06,5.006,5.218
8099491,9.98e-06,6.170497002681081e-06,5.001,5.21
8099543,1.01e-05,6.280684449157529e-06,4.996,5.202
978434,1.04e-05,6.3908718956339765e-06,4.983,5.194
5642470,1.06e-05,6.501059342110425e-06,4.975,5.187
6708074,1.13e-05,6.611246788586872e-06,4.947,5.18
8099643,1.18e-05,6.72143423506332e-06,4.928,5.173
8099396,1.18e-05,6.8316216815397685e-06,4.928,5.165
8099448,1.19e-05,6.941809128016216e-06,4.924,5.159
8099585,1.19e-05,7.051996574492664e-06,4.924,5.152
7823082,1.24e-05,7.1621840209691114e-06,4.907,5.145
8099583,1.24e-05,7.27237146744556e-06,4.907,5.138
6708080,1.26e-05,7.382558913922008e-06,4.9,5.132
6708125,1.27e-05,7.492746360398455e-06,4.896,5.125
8099410,1.3e-05,7.602933806874903e-06,4.886,5.119
8099475,1.31e-05,7.71312125335135e-06,4.883,5.113
160126,1.31e-05,7.8233086998278e-06,4.883,5.107
8099446,1.32e-05,7.933496146304247e-06,4.879,5.101
160123,1.36e-05,8.043683592780695e-06,4.866,5.095
160032,1.37e-05,8.153871039257142e-06,4.863,5.089
159938,1.37e-05,8.264058485733591e-06,4.863,5.083
159974,1.37e-05,8.374245932210038e-06,4.863,5.077
160189,1.38e-05,8.484433378686486e-06,4.86,5.071
160188,1.38e-05,8.594620825162935e-06,4.86,5.066
8099412,1.38e-05,8.704808271639382e-06,4.86,5.06
7449749,1.39e-05,8.81499571811583e-06,4.857,5.055
159982,1.42e-05,8.925183164592278e-06,4.848,5.049
159984,1.42e-05,9.035370611068726e-06,4.848,5.044
159980,1.42e-05,9.145558057545173e-06,4.848,5.039
5731789,1.42e-05,9.25574550402162e-06,4.848,5.034
159930,1.42e-05,9.36593295049807e-06,4.848,5.028
159945,1.43e-05,9.476120396974517e-06,4.845,5.023
2719160,1.44e-05,9.586307843450964e-06,4.842,5.018
159889,1.46e-05,9.696495289927413e-06,4.836,5.013
8099408,1.49e-05,9.80668273640386e-06,4.827,5.008
7821672,1.49e-05,9.916870182880308e-06,4.827,5.004
7705987,1.52e-05,1.0027057629356757e-05,4.818,4.999
9273005,1.57e-05,1.0137245075833205e-05,4.804,4.994
160280,1.63e-05,1.0247432522309652e-05,4.788,4.989
160270,1.63e-05,1.0357619968786101e-05,4.788,4.985
159790,1.65e-05,1.0467807415262548e-05,4.783,4.98
8099371,1.67e-05,1.0577994861738996e-05,4.777,4.976
8163240,1.68e-05,1.0688182308215443e-05,4.775,4.971
8099507,1.68e-05,1.0798369754691892e-05,4.775,4.967
159815,1.69e-05,1.090855720116834e-05,4.772,4.962
159861,1.69e-05,1.1018744647644787e-05,4.772,4.958
8099647,1.71e-05,1.1128932094121236e-05,4.767,4.954
1196414,1.78e-05,1.1239119540597683e-05,4.75,4.949
7821636,1.83e-05,1.134930698707413e-05,4.738,4.945
160049,1.87e-05,1.145949443355058e-05,4.728,4.941
9338824,1.89e-05,1.1569681880027027e-05,4.724,4.937
8099646,1.94e-05,1.1679869326503474e-05,4.712,4.933
3277349,1.94e-05,1.1790056772979922e-05,4.712,4.928
6708089,1.95e-05,1.190024421945637e-05,4.71,4.924
2245624,1.95e-05,1.2010431665932818e-05,4.71,4.92
8099411,2.05e-05,1.2120619112409265e-05,4.688,4.916
5711163,2.05e-05,1.2230806558885715e-05,4.688,4.913
5731932,2.06e-05,1.2340994005362162e-05,4.686,4.909
8619754,2.07e-05,1.245118145183861e-05,4.684,4.905
5540700,2.07e-05,1.2561368898315058e-05,4.684,4.901
7015248,2.12e-05,1.2671556344791506e-05,4.674,4.897
7821815,2.12e-05,1.2781743791267953e-05,4.674,4.893
2245196,2.12e-05,1.2891931237744402e-05,4.674,4.89
5731748,2.15e-05,1.300211868422085e-05,4.668,4.886
1241734,2.18e-05,1.3112306130697297e-05,4.662,4.882
8549446,2.23e-05,1.3222493577173744e-05,4.652,4.879
8549372,2.26e-05,1.3332681023650193e-05,4.646,4.875
6708101,2.34e-05,1.344286847012664e-05,4.631,4.872
7389256,2.36e-05,1.3553055916603088e-05,4.627,4.868
5642464,2.4e-05,1.3663243363079537e-05,4.62,4.864
7821949,2.48e-05,1.3773430809555984e-05,4.606,4.861
5731940,2.51e-05,1.3883618256032432e-05,4.6,4.857
8099462,2.51e-05,1.399380570250888e-05,4.6,4.854
2030714,2.52e-05,1.4103993148985328e-05,4.599,4.851
7822453,2.54e-05,1.4214180595461775e-05,4.595,4.847
7389217,2.55e-05,1.4324368041938223e-05,4.593,4.844
7389270,2.56e-05,1.4434555488414672e-05,4.592,4.841
3176700,2.66e-05,1.454474293489112e-05,4.575,4.837
1241682,2.67e-05,1.4654930381367567e-05,4.573,4.834
5731936,2.68e-05,1.4765117827844016e-05,4.572,4.831
7822072,2.69e-05,1.4875305274320463e-05,4.57,4.828
7822179,2.69e-05,1.498549272079691e-05,4.57,4.824
7822097,2.69e-05,1.509568016727336e-05,4.57,4.821
6555085,2.7e-05,1.5205867613749807e-05,4.569,4.818
1241661,2.7e-05,1.5316055060226256e-05,4.569,4.815
1241677,2.71e-05,1.54262425067027e-05,4.567,4.812
7821844,2.71e-05,1.553642995317915e-05,4.567,4.809
7822140,2.72e-05,1.56466173996556e-05,4.565,4.806
7822137,2.73e-05,1.5756804846132045e-05,4.564,4.803
6708106,2.73e-05,1.5866992292608494e-05,4.564,4.8
1241641,2.73e-05,1.5977179739084943e-05,4.564,4.796
6555080,2.75e-05,1.608736718556139e-05,4.561,4.794
7822443,2.77e-05,1.6197554632037838e-05,4.558,4.791
7822438,2.77e-05,1.6307742078514284e-05,4.558,4.788
7822408,2.78e-05,1.6417929524990733e-05,4.556,4.785
7822319,2.81e-05,1.6528116971467182e-05,4.551,4.782
1241727,2.81e-05,1.6638304417943628e-05,4.551,4.779
7822335,2.83e-05,1.6748491864420077e-05,4.548,4.776
939307,2.83e-05,1.6858679310896526e-05,4.548,4.773
7822334,2.83e-05,1.696886675737297e-05,4.548,4.77
3667106,2.88e-05,1.707905420384942e-05,4.541,4.768
1843139,2.88e-05,1.718924165032587e-05,4.541,4.765
5731941,2.91e-05,1.7299429096802315e-05,4.536,4.762
7821556,2.92e-05,1.7409616543278764e-05,4.535,4.759
7822366,2.92e-05,1.7519803989755213e-05,4.535,4.756
7822102,2.93e-05,1.762999143623166e-05,4.533,4.754
7821952,2.94e-05,1.7740178882708108e-05,4.532,4.751
46596,2.94e-05,1.7850366329184557e-05,4.532,4.748
7822168,2.95e-05,1.7960553775661003e-05,4.53,4.746
7822205,2.95e-05,1.8070741222137452e-05,4.53,4.743
7822236,2.96e-05,1.81809286686139e-05,4.529,4.74
46593,2.96e-05,1.8291116115090346e-05,4.529,4.738
8549342,2.96e-05,1.8401303561566795e-05,4.529,4.735
6708116,2.98e-05,1.851149100804324e-05,4.526,4.733
4192740,2.99e-05,1.862167845451969e-05,4.524,4.73
9338840,3e-05,1.873186590099614e-05,4.523,4.727
5817365,3.02e-05,1.8842053347472585e-05,4.52,4.725
5731909,3.05e-05,1.8952240793949034e-05,4.516,4.722
7822445,3.12e-05,1.9062428240425483e-05,4.506,4.72
1241625,3.15e-05,1.917261568690193e-05,4.502,4.717
7015156,3.21e-05,1.9282803133378378e-05,4.493,4.715
7821868,3.25e-05,1.9392990579854827e-05,4.488,4.712
1191605,3.25e-05,1.9503178026331272e-05,4.488,4.71
3176711,3.28e-05,1.961336547280772e-05,4.484,4.707
7822567,3.3e-05,1.972355291928417e-05,4.481,4.705
7822314,3.31e-05,1.9833740365760616e-05,4.48,4.703
7389047,3.32e-05,1.9943927812237065e-05,4.479,4.7
1241656,3.41e-05,2.0054115258713514e-05,4.467,4.698
7821792,3.41e-05,2.016430270518996e-05,4.467,4.695
6055150,3.47e-05,2.027449015166641e-05,4.46,4.693
6055151,3.47e-05,2.0384677598142858e-05,4.46,4.691
762267,3.49e-05,2.0494865044619304e-05,4.457,4.688
1044044,3.51e-05,2.0605052491095753e-05,4.455,4.686
7822591,3.56e-05,2.0715239937572202e-05,4.449,4.684
6708081,3.56e-05,2.0825427384048648e-05,4.449,4.681
7822585,3.56e-05,2.0935614830525097e-05,4.449,4.679
7389041,3.57e-05,2.1045802277001542e-05,4.447,4.677
2795604,3.58e-05,2.115598972347799e-05,4.446,4.675
3176715,3.71e-05,2.126617716995444e-05,4.431,4.672
6708083,3.72e-05,2.1376364616430886e-05,4.429,4.67
8619795,3.75e-05,2.1486552062907335e-05,4.426,4.668
46726,3.76e-05,2.1596739509383784e-05,4.425,4.666
3176721,3.78e-05,2.170692695586023e-05,4.423,4.663
7821807,3.83e-05,2.181711440233668e-05,4.417,4.661
1196472,3.84e-05,2.1927301848813128e-05,4.416,4.659
2795782,3.86e-05,2.2037489295289574e-05,4.413,4.657
160245,3.91e-05,2.2147676741766023e-05,4.408,4.655
6055117,3.91e-05,2.2257864188242472e-05,4.408,4.653
1196457,3.91e-05,2.2368051634718917e-05,4.408,4.65
7821500,3.94e-05,2.2478239081195366e-05,4.405,4.648
2791347,3.97e-05,2.2588426527671815e-05,4.401,4.646
6708082,3.97e-05,2.269861397414826e-05,4.401,4.644
2791359,3.98e-05,2.280880142062471e-05,4.4,4.642
2791364,3.98e-05,2.291898886710116e-05,4.4,4.64
160017,4.03e-05,2.3029176313577605e-05,4.395,4.638
8099518,4.03e-05,2.3139363760054054e-05,4.395,4.636
6055138,4.05e-05,2.3249551206530503e-05,4.393,4.634
946713,4.05e-05,2.335973865300695e-05,4.393,4.632
2795637,4.07e-05,2.3469926099483398e-05,4.39,4.629
2795779,4.13e-05,2.3580113545959843e-05,4.384,4.627
6055029,4.19e-05,2.3690300992436292e-05,4.378,4.625
2597276,4.2e-05,2.380048843891274e-05,4.377,4.623
6055077,4.2e-05,2.3910675885389187e-05,4.377,4.621
5732021,4.27e-05,2.4020863331865636e-05,4.37,4.619
3176753,4.29e-05,2.4131050778342085e-05,4.368,4.617
6055045,4.29e-05,2.424123822481853e-05,4.368,4.615
6284686,4.29e-05,2.435142567129498e-05,4.368,4.613
2245029,4.33e-05,2.446161311777143e-05,4.364,4.612
8619802,4.35e-05,2.4571800564247875e-05,4.362,4.61
7389438,4.43e-05,2.4681988010724324e-05,4.354,4.608
1241678,4.49e-05,2.4792175457200773e-05,4.348,4.606
7449756,4.51e-05,2.490236290367722e-05,4.346,4.604
46655,4.51e-05,2.5012550350153668e-05,4.346,4.602
9338872,4.53e-05,2.5122737796630117e-05,4.344,4.6
6054952,4.53e-05,2.5232925243106562e-05,4.344,4.598
6708091,4.57e-05,2.534311268958301e-05,4.34,4.596
1801229,4.65e-05,2.545330013605946e-05,4.333,4.594
6707937,4.67e-05,2.5563487582535906e-05,4.331,4.592
6284687,4.67e-05,2.5673675029012355e-05,4.331,4.591
46654,4.68e-05,2.5783862475488804e-05,4.33,4.589
1241651,4.69e-05,2.589404992196525e-05,4.329,4.587
1241663,4.71e-05,2.60042373684417e-05,4.327,4.585
1241665,4.71e-05,2.6114424814918145e-05,4.327,4.583
1241662,4.71e-05,2.6224612261394594e-05,4.327,4.581
1241669,4.71e-05,2.6334799707871043e-05,4.327,4.579
1529405,4.74e-05,2.644498715434749e-05,4.324,4.578
46668,4.75e-05,2.6555174600823937e-05,4.323,4.576
8099534,4.76e-05,2.6665362047300386e-05,4.322,4.574
46649,4.79e-05,2.6775549493776832e-05,4.32,4.572
3277351,4.81e-05,2.688573694025328e-05,4.318,4.57
8099641,4.82e-05,2.699592438672973e-05,4.317,4.569
419390,4.82e-05,2.7106111833206176e-05,4.317,4.567
46665,4.82e-05,2.7216299279682625e-05,4.317,4.565
46667,4.83e-05,2.7326486726159074e-05,4.316,4.563
4192730,4.84e-05,2.743667417263552e-05,4.315,4.562
46666,4.84e-05,2.754686161911197e-05,4.315,4.56
46671,4.84e-05,2.7657049065588418e-05,4.315,4.558
4192708,4.85e-05,2.7767236512064863e-05,4.314,4.556
46663,4.85e-05,2.7877423958541312e-05,4.314,4.555
46670,4.85e-05,2.798761140501776e-05,4.314,4.553
46675,4.86e-05,2.8097798851494207e-05,4.313,4.551
46650,4.86e-05,2.8207986297970656e-05,4.313,4.55
46674,4.86e-05,2.8318173744447105e-05,4.313,4.548
46677,4.86e-05,2.842836119092355e-05,4.313,4.546
46676,4.86e-05,2.85385486374e-05,4.313,4.545
46664,4.86e-05,2.8648736083876446e-05,4.313,4.543
46673,4.86e-05,2.8758923530352895e-05,4.313,4.541
46672,4.86e-05,2.8869110976829344e-05,4.313,4.54
1241679,4.86e-05,2.897929842330579e-05,4.313,4.538
46678,4.86e-05,2.908948586978224e-05,4.313,4.536
1241658,4.87e-05,2.9199673316258688e-05,4.312,4.535
46643,4.87e-05,2.9309860762735133e-05,4.312,4.533
46648,4.87e-05,2.9420048209211582e-05,4.312,4.531
46657,4.87e-05,2.953023565568803e-05,4.312,4.53
46640,4.87e-05,2.9640423102164477e-05,4.312,4.528
46658,4.87e-05,2.9750610548640926e-05,4.312,4.527
46660,4.87e-05,2.9860797995117375e-05,4.312,4.525
46637,4.87e-05,2.997098544159382e-05,4.312,4.523
46635,4.87e-05,3.008117288807027e-05,4.312,4.522
46639,4.87e-05,3.019136033454672e-05,4.312,4.52
46627,4.87e-05,3.0301547781023165e-05,4.312,4.519
46669,4.87e-05,3.0411735227499614e-05,4.312,4.517
1801194,4.88e-05,3.052192267397606e-05,4.312,4.515
8099505,4.88e-05,3.063211012045251e-05,4.312,4.514
7821588,4.88e-05,3.0742297566928954e-05,4.312,4.512
46641,4.89e-05,3.08524850134054e-05,4.311,4.511
46656,4.9e-05,3.096267245988185e-05,4.31,4.509
1196458,4.9e-05,3.10728599063583e-05,4.31,4.508
855071,4.95e-05,3.118304735283475e-05,4.305,4.506
6055015,4.97e-05,3.12932347993112e-05,4.304,4.505
7821570,4.97e-05,3.140342224578764e-05,4.304,4.503
46679,4.98e-05,3.151360969226409e-05,4.303,4.502
7911549,4.99e-05,3.162379713874054e-05,4.302,4.5
1241648,5e-05,3.173398458521699e-05,4.301,4.498
7823104,5e-05,3.184417203169344e-05,4.301,4.497
2245106,5.02e-05,3.195435947816989e-05,4.299,4.495
46645,5.02e-05,3.206454692464633e-05,4.299,4.494
1241646,5.03e-05,3.217473437112278e-05,4.298,4.492
7823111,5.03e-05,3.228492181759923e-05,4.298,4.491
4192707,5.03e-05,3.2395109264075676e-05,4.298,4.49
1241650,5.08e-05,3.2505296710552125e-05,4.294,4.488
1241668,5.1e-05,3.261548415702857e-05,4.292,4.487
1241666,5.1e-05,3.272567160350502e-05,4.292,4.485
1801248,5.1e-05,3.2835859049981466e-05,4.292,4.484
1241659,5.1e-05,3.2946046496457915e-05,4.292,4.482
1241670,5.11e-05,3.3056233942934364e-05,4.292,4.481
8619735,5.11e-05,3.316642138941081e-05,4.292,4.479
1241675,5.11e-05,3.3276608835887255e-05,4.292,4.478
1241667,5.11e-05,3.3386796282363704e-05,4.292,4.476
1241685,5.11e-05,3.349698372884015e-05,4.292,4.475
1241672,5.11e-05,3.36071711753166e-05,4.292,4.474
1241652,5.13e-05,3.371735862179305e-05,4.29,4.472
8175966,5.15e-05,3.38275460682695e-05,4.288,4.471
3667121,5.15e-05,3.393773351474594e-05,4.288,4.469
7508620,5.2e-05,3.404792096122239e-05,4.284,4.468
4192756,5.21e-05,3.415810840769884e-05,4.283,4.467
1801235,5.25e-05,3.426829585417529e-05,4.28,4.465
3788615,5.25e-05,3.437848330065174e-05,4.28,4.464
9272889,5.32e-05,3.448867074712819e-05,4.274,4.462
2637940,5.35e-05,3.459885819360463e-05,4.272,4.461
3667118,5.36e-05,3.470904564008108e-05,4.271,4.46
3667119,5.45e-05,3.481923308655753e-05,4.264,4.458
3667127,5.46e-05,3.492942053303398e-05,4.263,4.457
3667130,5.46e-05,3.5039607979510426e-05,4.263,4.455
5555897,5.48e-05,3.514979542598687e-05,4.261,4.454
8175984,5.5e-05,3.525998287246332e-05,4.26,4.453
7822616,5.54e-05,3.537017031893977e-05,4.256,4.451
159779,5.63e-05,3.5480357765416216e-05,4.249,4.45
2245059,5.64e-05,3.5590545211892665e-05,4.249,4.449
614884,5.65e-05,3.5700732658369114e-05,4.248,4.447
1529412,5.66e-05,3.5810920104845556e-05,4.247,4.446
4192716,5.7e-05,3.5921107551322005e-05,4.244,4.445
1158619,5.71e-05,3.6031294997798454e-05,4.243,4.443
1843173,5.72e-05,3.6141482444274903e-05,4.243,4.442
8619725,5.76e-05,3.625166989075135e-05,4.24,4.441
6663487,5.78e-05,3.63618573372278e-05,4.238,4.439
46632,5.78e-05,3.6472044783704244e-05,4.238,4.438
7821877,5.79e-05,3.658223223018069e-05,4.237,4.437
7821875,5.8e-05,3.669241967665714e-05,4.237,4.435
6663491,5.8e-05,3.680260712313359e-05,4.237,4.434
5927899,5.8e-05,3.691279456961004e-05,4.237,4.433
7822630,5.81e-05,3.702298201608648e-05,4.236,4.432
4192755,5.81e-05,3.713316946256293e-05,4.236,4.43
6663431,5.84e-05,3.724335690903938e-05,4.234,4.429
1801202,5.85e-05,3.735354435551583e-05,4.233,4.428
366953,5.88e-05,3.746373180199228e-05,4.231,4.426
7015165,5.94e-05,3.757391924846873e-05,4.226,4.425
8099506,5.94e-05,3.768410669494517e-05,4.226,4.424
1843171,5.94e-05,3.779429414142162e-05,4.226,4.423
6835806,5.94e-05,3.790448158789807e-05,4.226,4.421
7972123,5.95e-05,3.801466903437452e-05,4.225,4.42
6663459,5.97e-05,3.8124856480850966e-05,4.224,4.419
6663457,5.98e-05,3.8235043927327415e-05,4.223,4.418
6663450,6.01e-05,3.834523137380386e-05,4.221,4.416
3788629,6.03e-05,3.8455418820280306e-05,4.22,4.415
7821941,6.07e-05,3.8565606266756756e-05,4.217,4.414
1843165,6.08e-05,3.8675793713233205e-05,4.216,4.413
7821931,6.08e-05,3.8785981159709654e-05,4.216,4.411
6707939,6.09e-05,3.88961686061861e-05,4.215,4.41
159862,6.17e-05,3.9006356052662545e-05,4.21,4.409
7823085,6.29e-05,3.9116543499138994e-05,4.201,4.408
1843172,6.31e-05,3.922673094561544e-05,4.2,4.406
8748321,6.32e-05,3.933691839209189e-05,4.199,4.405
2795768,6.37e-05,3.944710583856834e-05,4.196,4.404
6835728,6.38e-05,3.9557293285044783e-05,4.195,4.403
5353251,6.38e-05,3.966748073152123e-05,4.195,4.402
6244717,6.4e-05,3.977766817799768e-05,4.194,4.4
6835713,6.4e-05,3.988785562447413e-05,4.194,4.399
3788625,6.48e-05,3.999804307095058e-05,4.188,4.398
46687,6.5e-05,4.010823051742703e-05,4.187,4.397
4192742,6.5e-05,4.021841796390347e-05,4.187,4.396
6835718,6.56e-05,4.032860541037992e-05,4.183,4.394
6663675,6.57e-05,4.043879285685637e-05,4.182,4.393
1241523,6.64e-05,4.054898030333282e-05,4.178,4.392
6663730,6.66e-05,4.065916774980927e-05,4.177,4.391
1801188,6.66e-05,4.0769355196285716e-05,4.177,4.39
3788624,6.66e-05,4.087954264276216e-05,4.177,4.388
5555464,6.74e-05,4.098973008923861e-05,4.171,4.387
1843185,6.76e-05,4.109991753571506e-05,4.17,4.386
7456288,6.8e-05,4.1210104982191506e-05,4.167,4.385
2597275,6.8e-05,4.1320292428667955e-05,4.167,4.384
7822866,6.84e-05,4.1430479875144404e-05,4.165,4.383
8643289,6.87e-05,4.1540667321620846e-05,4.163,4.382
7822843,6.9e-05,4.1650854768097295e-05,4.161,4.38
6835768,6.93e-05,4.1761042214573744e-05,4.159,4.379
6663684,6.95e-05,4.187122966105019e-05,4.158,4.378
6663746,6.95e-05,4.198141710752664e-05,4.158,4.377
6663707,6.96e-05,4.2091604554003085e-05,4.157,4.376
6663694,6.97e-05,4.2201792000479534e-05,4.157,4.375
6663696,6.97e-05,4.231197944695598e-05,4.157,4.374
6663701,6.98e-05,4.242216689343243e-05,4.156,4.372
4192718,7e-05,4.253235433990888e-05,4.155,4.371
46755,7.05e-05,4.264254178638533e-05,4.152,4.37
1158626,7.08e-05,4.275272923286177e-05,4.15,4.369
6663508,7.09e-05,4.286291667933822e-05,4.149,4.368
6663537,7.13e-05,4.297310412581467e-05,4.147,4.367
8643356,7.13e-05,4.308329157229112e-05,4.147,4.366
46702,7.15e-05,4.319347901876757e-05,4.146,4.365
6663747,7.19e-05,4.330366646524402e-05,4.143,4.363
3612805,7.2e-05,4.341385391172046e-05,4.143,4.362
8643361,7.21e-05,4.352404135819691e-05,4.142,4.361
7823110,7.21e-05,4.363422880467336e-05,4.142,4.36
7389334,7.25e-05,4.374441625114981e-05,4.14,4.359
6663644,7.25e-05,4.3854603697626256e-05,4.14,4.358
8189828,7.26e-05,4.3964791144102705e-05,4.139,4.357
6663663,7.28e-05,4.407497859057915e-05,4.138,4.356
7822860,7.33e-05,4.4185166037055596e-05,4.135,4.355
3176681,7.39e-05,4.4295353483532045e-05,4.131,4.354
6663578,7.39e-05,4.4405540930008494e-05,4.131,4.353
6663573,7.4e-05,4.4515728376484943e-05,4.131,4.351
6663626,7.4e-05,4.4625915822961386e-05,4.131,4.35
6663654,7.41e-05,4.4736103269437835e-05,4.13,4.349
6663653,7.41e-05,4.4846290715914284e-05,4.13,4.348
6663624,7.41e-05,4.495647816239073e-05,4.13,4.347
6663560,7.41e-05,4.506666560886718e-05,4.13,4.346
6663645,7.41e-05,4.517685305534363e-05,4.13,4.345
1381041,7.42e-05,4.528704050182007e-05,4.13,4.344
6663677,7.42e-05,4.539722794829652e-05,4.13,4.343
6055108,7.43e-05,4.550741539477297e-05,4.129,4.342
1773845,7.48e-05,4.561760284124942e-05,4.126,4.341
7015166,7.48e-05,4.572779028772587e-05,4.126,4.34
6663660,7.49e-05,4.583797773420232e-05,4.126,4.339
6835820,7.54e-05,4.594816518067876e-05,4.123,4.338
7924138,7.54e-05,4.605835262715521e-05,4.123,4.337
7822787,7.55e-05,4.616854007363166e-05,4.122,4.336
5817355,7.56e-05,4.627872752010811e-05,4.121,4.335
7821456,7.61e-05,4.638891496658456e-05,4.119,4.334
7822817,7.64e-05,4.6499102413061006e-05,4.117,4.333
6663556,7.66e-05,4.660928985953745e-05,4.116,4.332
6555097,7.66e-05,4.67194773060139e-05,4.116,4.331
7821529,7.67e-05,4.6829664752490346e-05,4.115,4.329
6835818,7.67e-05,4.6939852198966796e-05,4.115,4.328
6835841,7.67e-05,4.7050039645443245e-05,4.115,4.327
4192732,7.69e-05,4.716022709191969e-05,4.114,4.326
3788620,7.72e-05,4.7270414538396136e-05,4.112,4.325
6663809,7.72e-05,4.7380601984872585e-05,4.112,4.324
3788616,7.73e-05,4.7490789431349034e-05,4.112,4.323
7355955,7.74e-05,4.760097687782548e-05,4.111,4.322
8619733,7.78e-05,4.771116432430193e-05,4.109,4.321
3788612,7.78e-05,4.7821351770778374e-05,4.109,4.32
5832092,7.8e-05,4.7931539217254823e-05,4.108,4.319
6663780,7.8e-05,4.804172666373127e-05,4.108,4.318
5033654,7.81e-05,4.815191411020772e-05,4.107,4.317
7752319,7.83e-05,4.826210155668417e-05,4.106,4.316
4372883,7.86e-05,4.837228900316062e-05,4.105,4.315
46691,7.88e-05,4.848247644963706e-05,4.103,4.314
6663803,7.94e-05,4.859266389611351e-05,4.1,4.313
1237099,7.96e-05,4.870285134258996e-05,4.099,4.312
4776261,7.96e-05,4.881303878906641e-05,4.099,4.311
3667137,7.96e-05,4.892322623554286e-05,4.099,4.31
6662345,7.99e-05,4.903341368201931e-05,4.097,4.31
1843176,8.04e-05,4.914360112849575e-05,4.095,4.309
6663798,8.06e-05,4.92537885749722e-05,4.094,4.308
7822036,8.07e-05,4.936397602144865e-05,4.093,4.307
6663814,8.08e-05,4.94741634679251e-05,4.093,4.306
1237353,8.09e-05,4.9584350914401546e-05,4.092,4.305
6663806,8.11e-05,4.969453836087799e-05,4.091,4.304
7822900,8.16e-05,4.980472580735444e-05,4.088,4.303
6663804,8.17e-05,4.9914913253830886e-05,4.088,4.302
6835836,8.17e-05,5.0025100700307335e-05,4.088,4.301
46681,8.18e-05,5.0135288146783784e-05,4.087,4.3
46688,8.19e-05,5.024547559326023e-05,4.087,4.299
46686,8.19e-05,5.0355663039736676e-05,4.087,4.298
4386944,8.19e-05,5.0465850486213125e-05,4.087,4.297
46689,8.19e-05,5.0576037932689574e-05,4.087,4.296
46683,8.21e-05,5.068622537916602e-05,4.086,4.295
46684,8.21e-05,5.079641282564247e-05,4.086,4.294
