,P,Exp P,Log P,Log Exp P
8355773,8.66e-18,5.504898258470387e-06,17.062,5.259
8355711,8.95e-18,5.6149962236397945e-06,17.048,5.251
8355716,9.13e-18,5.725094188809202e-06,17.04,5.242
8355718,9.41e-18,5.8351921539786105e-06,17.026,5.234
8355704,9.7e-18,5.945290119148018e-06,17.013,5.226
8355706,9.83e-18,6.055388084317426e-06,17.007,5.218
8355705,1.02e-17,6.165486049486833e-06,16.991,5.21
8355717,1.07e-17,6.275584014656241e-06,16.971,5.202
8355748,1.1e-17,6.385681979825649e-06,16.959,5.195
8355702,1.12e-17,6.495779944995057e-06,16.951,5.187
8355746,1.23e-17,6.605877910164464e-06,16.91,5.18
8355749,1.29e-17,6.715975875333872e-06,16.889,5.173
8355713,1.55e-17,6.82607384050328e-06,16.81,5.166
8355703,1.79e-17,6.936171805672687e-06,16.747,5.159
8355757,5.04e-17,7.046269770842096e-06,16.298,5.152
8355742,5.76e-17,7.156367736011503e-06,16.24,5.145
8355700,1.04e-16,7.266465701180911e-06,15.983,5.139
8355895,1.46e-16,7.376563666350318e-06,15.836,5.132
8355802,1.61e-16,7.486661631519726e-06,15.793,5.126
8355812,1.85e-16,7.596759596689134e-06,15.733,5.119
8355811,1.86e-16,7.706857561858541e-06,15.73,5.113
8355798,2.04e-16,7.816955527027949e-06,15.69,5.107
8355805,2.04e-16,7.927053492197358e-06,15.69,5.101
8355810,2.07e-16,8.037151457366766e-06,15.684,5.095
8355808,2.08e-16,8.147249422536173e-06,15.682,5.089
8355807,2.08e-16,8.25734738770558e-06,15.682,5.083
8355795,2.09e-16,8.367445352874988e-06,15.68,5.077
8355782,2.25e-16,8.477543318044396e-06,15.648,5.072
8355778,2.41e-16,8.587641283213803e-06,15.618,5.066
8355787,2.42e-16,8.697739248383211e-06,15.616,5.061
8355783,2.45e-16,8.807837213552619e-06,15.611,5.055
8355786,2.46e-16,8.917935178722026e-06,15.609,5.05
8355799,2.47e-16,9.028033143891434e-06,15.607,5.044
8355785,2.49e-16,9.138131109060843e-06,15.604,5.039
8355781,2.61e-16,9.24822907423025e-06,15.583,5.034
8355791,2.62e-16,9.358327039399658e-06,15.582,5.029
8355789,2.62e-16,9.468425004569066e-06,15.582,5.024
8355790,2.66e-16,9.578522969738473e-06,15.575,5.019
8355784,2.8e-16,9.688620934907881e-06,15.553,5.014
8355780,2.94e-16,9.798718900077289e-06,15.532,5.009
761698,3.43e-16,9.908816865246696e-06,15.465,5.004
761685,3.82e-16,1.0018914830416104e-05,15.418,4.999
761687,5.85e-16,1.0129012795585511e-05,15.233,4.994
761695,1.58e-15,1.0239110760754919e-05,14.801,4.99
8355801,2.99e-15,1.0349208725924328e-05,14.524,4.985
8355797,5.95e-15,1.0459306691093736e-05,14.225,4.98
8355792,6.71e-15,1.0569404656263143e-05,14.173,4.976
8355779,8.73e-15,1.0679502621432551e-05,14.059,4.971
8355775,9.06e-15,1.0789600586601959e-05,14.043,4.967
761757,2.7e-14,1.0899698551771366e-05,13.569,4.963
761756,3.6e-14,1.1009796516940774e-05,13.444,4.958
761763,3.81e-14,1.1119894482110181e-05,13.419,4.954
761776,4.15e-14,1.1229992447279589e-05,13.382,4.95
761792,4.25e-14,1.1340090412448997e-05,13.372,4.945
761778,4.44e-14,1.1450188377618404e-05,13.353,4.941
761777,4.44e-14,1.1560286342787813e-05,13.353,4.937
761803,4.48e-14,1.1670384307957221e-05,13.349,4.933
761764,4.53e-14,1.1780482273126629e-05,13.344,4.929
761793,4.54e-14,1.1890580238296036e-05,13.343,4.925
761795,4.55e-14,1.2000678203465444e-05,13.342,4.921
761800,4.56e-14,1.2110776168634851e-05,13.341,4.917
761799,4.56e-14,1.2220874133804259e-05,13.341,4.913
761804,4.59e-14,1.2330972098973666e-05,13.338,4.909
761788,4.62e-14,1.2441070064143074e-05,13.335,4.905
761774,4.66e-14,1.2551168029312482e-05,13.332,4.901
761771,4.69e-14,1.266126599448189e-05,13.329,4.898
761790,4.7e-14,1.2771363959651299e-05,13.328,4.894
761787,4.71e-14,1.2881461924820706e-05,13.327,4.89
761876,4.77e-14,1.2991559889990114e-05,13.321,4.886
761785,4.9e-14,1.3101657855159521e-05,13.31,4.883
761769,5.16e-14,1.3211755820328929e-05,13.287,4.879
761791,6.64e-14,1.3321853785498336e-05,13.178,4.875
761801,6.64e-14,1.3431951750667744e-05,13.178,4.872
761773,6.85e-14,1.3542049715837152e-05,13.164,4.868
761885,7.35e-14,1.365214768100656e-05,13.134,4.865
761932,8.35e-14,1.3762245646175967e-05,13.078,4.861
761819,8.74e-14,1.3872343611345374e-05,13.058,4.858
761852,8.79e-14,1.3982441576514784e-05,13.056,4.854
761875,8.99e-14,1.4092539541684191e-05,13.046,4.851
761874,8.99e-14,1.4202637506853599e-05,13.046,4.848
761816,9.04e-14,1.4312735472023006e-05,13.044,4.844
761890,9.1e-14,1.4422833437192414e-05,13.041,4.841
761853,9.12e-14,1.4532931402361822e-05,13.04,4.838
761881,9.12e-14,1.4643029367531229e-05,13.04,4.834
761882,9.12e-14,1.4753127332700637e-05,13.04,4.831
761871,9.25e-14,1.4863225297870044e-05,13.034,4.828
761870,9.25e-14,1.4973323263039452e-05,13.034,4.825
761869,9.27e-14,1.508342122820886e-05,13.033,4.822
761841,9.32e-14,1.5193519193378269e-05,13.031,4.818
761845,9.33e-14,1.5303617158547675e-05,13.03,4.815
761848,9.33e-14,1.5413715123717082e-05,13.03,4.812
761844,9.33e-14,1.552381308888649e-05,13.03,4.809
761836,9.36e-14,1.5633911054055897e-05,13.029,4.806
761867,9.38e-14,1.5744009019225305e-05,13.028,4.803
761880,9.4e-14,1.5854106984394716e-05,13.027,4.8
761858,9.43e-14,1.5964204949564124e-05,13.025,4.797
761828,9.48e-14,1.607430291473353e-05,13.023,4.794
761904,9.48e-14,1.618440087990294e-05,13.023,4.791
761859,9.48e-14,1.6294498845072346e-05,13.023,4.788
761888,9.49e-14,1.6404596810241754e-05,13.023,4.785
761857,9.49e-14,1.651469477541116e-05,13.023,4.782
761833,9.5e-14,1.662479274058057e-05,13.022,4.779
761827,9.5e-14,1.6734890705749977e-05,13.022,4.776
761823,9.51e-14,1.6844988670919384e-05,13.022,4.774
761837,9.53e-14,1.6955086636088792e-05,13.021,4.771
761889,9.54e-14,1.70651846012582e-05,13.02,4.768
761899,9.54e-14,1.7175282566427607e-05,13.02,4.765
761893,9.54e-14,1.7285380531597015e-05,13.02,4.762
761879,9.55e-14,1.7395478496766422e-05,13.02,4.76
761868,9.65e-14,1.750557646193583e-05,13.015,4.757
761854,9.65e-14,1.7615674427105237e-05,13.015,4.754
761872,9.65e-14,1.7725772392274645e-05,13.015,4.751
761907,9.66e-14,1.7835870357444052e-05,13.015,4.749
761908,9.66e-14,1.794596832261346e-05,13.015,4.746
761864,9.66e-14,1.8056066287782868e-05,13.015,4.743
761818,9.67e-14,1.8166164252952275e-05,13.015,4.741
761906,9.68e-14,1.8276262218121686e-05,13.014,4.738
761856,9.72e-14,1.8386360183291094e-05,13.012,4.736
761766,9.73e-14,1.84964581484605e-05,13.012,4.733
761900,9.77e-14,1.860655611362991e-05,13.01,4.73
761862,9.77e-14,1.8716654078799317e-05,13.01,4.728
761829,9.89e-14,1.8826752043968724e-05,13.005,4.725
761878,9.89e-14,1.8936850009138132e-05,13.005,4.723
761824,9.9e-14,1.904694797430754e-05,13.004,4.72
761842,9.92e-14,1.9157045939476947e-05,13.003,4.718
761830,9.96e-14,1.9267143904646354e-05,13.002,4.715
761846,1e-13,1.9377241869815762e-05,13.0,4.713
761767,1e-13,1.948733983498517e-05,13.0,4.71
761866,1e-13,1.9597437800154577e-05,13.0,4.708
761843,1e-13,1.9707535765323985e-05,13.0,4.705
761851,1.01e-13,1.9817633730493392e-05,12.996,4.703
761840,1.01e-13,1.99277316956628e-05,12.996,4.701
761850,1.03e-13,2.0037829660832208e-05,12.987,4.698
761822,1.04e-13,2.0147927626001615e-05,12.983,4.696
761826,1.07e-13,2.0258025591171023e-05,12.971,4.693
761832,1.07e-13,2.036812355634043e-05,12.971,4.691
761861,1.08e-13,2.0478221521509838e-05,12.967,4.689
761821,1.14e-13,2.0588319486679246e-05,12.943,4.686
761825,1.15e-13,2.0698417451848656e-05,12.939,4.684
761931,1.31e-13,2.0808515417018064e-05,12.883,4.682
8355697,1.33e-13,2.091861338218747e-05,12.876,4.679
761933,1.35e-13,2.102871134735688e-05,12.87,4.677
761895,1.4e-13,2.1138809312526287e-05,12.854,4.675
761934,1.41e-13,2.1248907277695694e-05,12.851,4.673
761909,1.56e-13,2.1359005242865102e-05,12.807,4.67
761919,1.57e-13,2.146910320803451e-05,12.804,4.668
761806,1.57e-13,2.1579201173203917e-05,12.804,4.666
761794,1.64e-13,2.1689299138373325e-05,12.785,4.664
761770,1.65e-13,2.1799397103542732e-05,12.783,4.662
761921,1.67e-13,2.190949506871214e-05,12.777,4.659
761923,1.67e-13,2.2019593033881548e-05,12.777,4.657
761877,1.74e-13,2.2129690999050955e-05,12.759,4.655
761920,1.76e-13,2.2239788964220363e-05,12.754,4.653
761926,1.82e-13,2.234988692938977e-05,12.74,4.651
761928,1.9e-13,2.2459984894559178e-05,12.721,4.649
761929,1.91e-13,2.2570082859728585e-05,12.719,4.646
761949,1.96e-13,2.2680180824897993e-05,12.708,4.644
761924,2.62e-13,2.27902787900674e-05,12.582,4.642
761839,2.81e-13,2.2900376755236808e-05,12.551,4.64
761752,3.37e-13,2.3010474720406216e-05,12.472,4.638
762015,3.94e-13,2.3120572685575627e-05,12.405,4.636
761916,4.54e-13,2.3230670650745034e-05,12.343,4.634
761915,4.98e-13,2.3340768615914442e-05,12.303,4.632
761918,5.43e-13,2.345086658108385e-05,12.265,4.63
762050,5.48e-13,2.3560964546253257e-05,12.261,4.628
762034,6.53e-13,2.3671062511422665e-05,12.185,4.626
8355736,7.89e-13,2.3781160476592072e-05,12.103,4.624
761831,1.64e-12,2.389125844176148e-05,11.785,4.622
8355732,1.71e-12,2.4001356406930887e-05,11.767,4.62
8355726,2.69e-12,2.4111454372100295e-05,11.57,4.618
8355777,6.33e-12,2.4221552337269703e-05,11.199,4.616
8355725,6.86e-12,2.433165030243911e-05,11.164,4.614
8355721,7.51e-12,2.4441748267608518e-05,11.124,4.612
761815,1.23e-11,2.4551846232777925e-05,10.91,4.61
762045,1.68e-11,2.4661944197947333e-05,10.775,4.608
761980,1.7e-11,2.477204216311674e-05,10.77,4.606
761956,1.76e-11,2.4882140128286148e-05,10.754,4.604
762004,1.81e-11,2.4992238093455556e-05,10.742,4.602
762003,2.06e-11,2.5102336058624963e-05,10.686,4.6
761747,2.59e-11,2.521243402379437e-05,10.587,4.598
762042,2.8e-11,2.532253198896378e-05,10.553,4.596
8355755,2.99e-11,2.5432629954133186e-05,10.524,4.595
761649,3e-11,2.5542727919302597e-05,10.523,4.593
761834,4.88e-11,2.5652825884472005e-05,10.312,4.591
499733,5.8e-11,2.5762923849641412e-05,10.237,4.589
8355694,6.13e-11,2.587302181481082e-05,10.213,4.587
499736,7.15e-11,2.5983119779980227e-05,10.146,4.585
499755,9.05e-11,2.6093217745149635e-05,10.043,4.583
499756,9.68e-11,2.6203315710319043e-05,10.014,4.582
761935,9.74e-11,2.631341367548845e-05,10.011,4.58
762024,1.17e-10,2.6423511640657858e-05,9.932,4.578
762021,1.19e-10,2.6533609605827265e-05,9.924,4.576
762019,1.2e-10,2.6643707570996673e-05,9.921,4.574
762020,1.21e-10,2.675380553616608e-05,9.917,4.573
762023,1.23e-10,2.6863903501335488e-05,9.91,4.571
762022,1.24e-10,2.6974001466504896e-05,9.907,4.569
761925,1.27e-10,2.7084099431674303e-05,9.896,4.567
761951,1.38e-10,2.719419739684371e-05,9.86,4.566
761950,1.4e-10,2.730429536201312e-05,9.854,4.564
8355765,1.47e-10,2.7414393327182526e-05,9.833,4.562
761948,1.47e-10,2.7524491292351934e-05,9.833,4.56
762018,1.49e-10,2.763458925752134e-05,9.827,4.559
761939,1.5e-10,2.774468722269075e-05,9.824,4.557
762005,1.51e-10,2.7854785187860156e-05,9.821,4.555
761943,1.54e-10,2.7964883153029567e-05,9.812,4.553
761937,1.56e-10,2.8074981118198975e-05,9.807,4.552
762046,1.56e-10,2.8185079083368382e-05,9.807,4.55
762007,1.58e-10,2.829517704853779e-05,9.801,4.548
762009,1.6e-10,2.8405275013707198e-05,9.796,4.547
761942,1.6e-10,2.8515372978876605e-05,9.796,4.545
761940,1.62e-10,2.8625470944046013e-05,9.79,4.543
762016,1.62e-10,2.873556890921542e-05,9.79,4.542
761979,1.63e-10,2.8845666874384828e-05,9.788,4.54
761998,1.66e-10,2.8955764839554236e-05,9.78,4.538
762013,1.66e-10,2.9065862804723643e-05,9.78,4.537
761981,1.67e-10,2.917596076989305e-05,9.777,4.535
762014,1.67e-10,2.9286058735062458e-05,9.777,4.533
761982,1.68e-10,2.9396156700231866e-05,9.775,4.532
762017,1.7e-10,2.9506254665401273e-05,9.77,4.53
762002,1.73e-10,2.961635263057068e-05,9.762,4.528
761970,1.74e-10,2.972645059574009e-05,9.759,4.527
761964,1.77e-10,2.9836548560909496e-05,9.752,4.525
762012,1.77e-10,2.9946646526078904e-05,9.752,4.524
761966,1.78e-10,3.005674449124831e-05,9.75,4.522
762010,1.8e-10,3.016684245641772e-05,9.745,4.52
761969,1.81e-10,3.0276940421587127e-05,9.742,4.519
761963,1.81e-10,3.0387038386756538e-05,9.742,4.517
761977,1.81e-10,3.0497136351925945e-05,9.742,4.516
761973,1.82e-10,3.060723431709535e-05,9.74,4.514
761972,1.84e-10,3.071733228226476e-05,9.735,4.513
761971,1.86e-10,3.0827430247434164e-05,9.73,4.511
762006,1.88e-10,3.093752821260357e-05,9.726,4.51
761958,1.9e-10,3.104762617777298e-05,9.721,4.508
761954,1.94e-10,3.115772414294239e-05,9.712,4.506
761967,1.94e-10,3.1267822108111795e-05,9.712,4.505
761959,1.94e-10,3.13779200732812e-05,9.712,4.503
761813,2.13e-10,3.148801803845061e-05,9.672,4.502
762037,2.16e-10,3.1598116003620024e-05,9.666,4.5
762036,2.17e-10,3.170821396878943e-05,9.664,4.499
762025,2.17e-10,3.181831193395884e-05,9.664,4.497
762041,2.19e-10,3.192840989912825e-05,9.66,4.496
761997,2.22e-10,3.2038507864297655e-05,9.654,4.494
762028,2.27e-10,3.214860582946706e-05,9.644,4.493
761957,2.31e-10,3.225870379463647e-05,9.636,4.491
762039,2.32e-10,3.236880175980588e-05,9.635,4.49
762026,2.37e-10,3.2478899724975285e-05,9.625,4.488
762027,2.37e-10,3.258899769014469e-05,9.625,4.487
761978,2.47e-10,3.26990956553141e-05,9.607,4.485
761976,2.47e-10,3.280919362048351e-05,9.607,4.484
761811,2.5e-10,3.2919291585652915e-05,9.602,4.483
762008,2.57e-10,3.302938955082232e-05,9.59,4.481
761812,2.82e-10,3.313948751599173e-05,9.55,4.48
762044,3.05e-10,3.324958548116114e-05,9.516,4.478
762043,3.23e-10,3.3359683446330546e-05,9.491,4.477
761626,3.38e-10,3.346978141149995e-05,9.471,4.475
762047,3.67e-10,3.357987937666936e-05,9.435,4.474
762032,4.46e-10,3.368997734183877e-05,9.351,4.472
761962,4.68e-10,3.3800075307008176e-05,9.33,4.471
8333757,6.66e-10,3.3910173272177584e-05,9.177,4.47
8333677,7.84e-10,3.402027123734699e-05,9.106,4.468
8333694,9.11e-10,3.41303692025164e-05,9.04,4.467
8333673,1.01e-09,3.4240467167685806e-05,8.996,4.465
8355900,1.17e-09,3.4350565132855214e-05,8.932,4.464
499769,1.32e-09,3.446066309802462e-05,8.879,4.463
762038,1.51e-09,3.457076106319403e-05,8.821,4.461
8355710,1.7e-09,3.468085902836344e-05,8.77,4.46
762073,1.72e-09,3.4790956993532844e-05,8.764,4.459
761990,2.45e-09,3.490105495870225e-05,8.611,4.457
761989,2.71e-09,3.501115292387166e-05,8.567,4.456
761991,2.95e-09,3.512125088904107e-05,8.53,4.454
6420528,3.12e-09,3.5231348854210475e-05,8.506,4.453
2458541,3.37e-09,3.534144681937988e-05,8.472,4.452
761988,3.58e-09,3.545154478454929e-05,8.446,4.45
8333711,3.59e-09,3.55616427497187e-05,8.445,4.449
762058,4.36e-09,3.5671740714888105e-05,8.361,4.448
499722,4.74e-09,3.578183868005751e-05,8.324,4.446
6420518,6.03e-09,3.589193664522692e-05,8.22,4.445
6420521,6.46e-09,3.600203461039633e-05,8.19,4.444
6420523,7.51e-09,3.6112132575565735e-05,8.124,4.442
2458549,9.14e-09,3.622223054073514e-05,8.039,4.441
2458545,9.2e-09,3.633232850590455e-05,8.036,4.44
761993,9.42e-09,3.6442426471073965e-05,8.026,4.438
499723,9.97e-09,3.655252443624337e-05,8.001,4.437
2226474,1.15e-08,3.666262240141278e-05,7.939,4.436
2226470,1.18e-08,3.677272036658219e-05,7.928,4.434
2226466,1.27e-08,3.6882818331751595e-05,7.896,4.433
2458531,1.52e-08,3.6992916296921e-05,7.818,4.432
2458566,1.61e-08,3.710301426209041e-05,7.793,4.431
2458562,1.8e-08,3.721311222725982e-05,7.745,4.429
2226491,1.8e-08,3.7323210192429226e-05,7.745,4.428
2226494,1.87e-08,3.743330815759863e-05,7.728,4.427
8355770,1.88e-08,3.754340612276804e-05,7.726,4.425
2226487,1.95e-08,3.765350408793745e-05,7.71,4.424
6420489,2.2e-08,3.7763602053106856e-05,7.658,4.423
762089,2.39e-08,3.7873700018276263e-05,7.622,4.422
8355737,2.49e-08,3.798379798344567e-05,7.604,4.42
2226429,2.52e-08,3.809389594861508e-05,7.599,4.419
499721,3.05e-08,3.8203993913784486e-05,7.516,4.418
761663,3.22e-08,3.8314091878953894e-05,7.492,4.417
2226410,3.44e-08,3.84241898441233e-05,7.463,4.415
8333825,3.49e-08,3.853428780929271e-05,7.457,4.414
8333852,4.29e-08,3.8644385774462117e-05,7.368,4.413
761605,4.3e-08,3.8754483739631524e-05,7.367,4.412
499827,4.38e-08,3.886458170480093e-05,7.359,4.41
761965,4.96e-08,3.897467966997034e-05,7.305,4.409
8355815,5.19e-08,3.908477763513975e-05,7.285,4.408
499765,5.53e-08,3.9194875600309154e-05,7.257,4.407
8333811,6.05e-08,3.930497356547856e-05,7.218,4.406
761613,6.09e-08,3.941507153064797e-05,7.215,4.404
8333874,6.14e-08,3.952516949581738e-05,7.212,4.403
8355879,6.55e-08,3.9635267460986785e-05,7.184,4.402
2226457,6.71e-08,3.974536542615619e-05,7.173,4.401
8333857,6.76e-08,3.98554633913256e-05,7.17,4.4
499798,6.9e-08,3.996556135649501e-05,7.161,4.398
8333862,7.89e-08,4.0075659321664415e-05,7.103,4.397
499803,7.93e-08,4.018575728683382e-05,7.101,4.396
8329736,8.22e-08,4.029585525200323e-05,7.085,4.395
8333814,8.23e-08,4.040595321717264e-05,7.085,4.394
2226504,8.7e-08,4.0516051182342046e-05,7.06,4.392
2226428,9.52e-08,4.062614914751145e-05,7.021,4.391
2226502,9.92e-08,4.073624711268086e-05,7.003,4.39
2226490,1.14e-07,4.084634507785027e-05,6.943,4.389
8333887,1.24e-07,4.0956443043019676e-05,6.907,4.388
499656,1.27e-07,4.1066541008189083e-05,6.896,4.387
8333895,1.3e-07,4.117663897335849e-05,6.886,4.385
8333905,1.38e-07,4.1286736938527905e-05,6.86,4.384
8962177,1.48e-07,4.139683490369731e-05,6.83,4.383
6420612,1.48e-07,4.150693286886672e-05,6.83,4.382
2226511,1.6e-07,4.161703083403613e-05,6.796,4.381
499651,1.7e-07,4.1727128799205536e-05,6.77,4.38
761672,1.72e-07,4.183722676437494e-05,6.764,4.378
2226404,1.78e-07,4.194732472954435e-05,6.75,4.377
499794,2.03e-07,4.205742269471376e-05,6.693,4.376
761713,2.05e-07,4.2167520659883166e-05,6.688,4.375
499771,2.42e-07,4.2277618625052574e-05,6.616,4.374
6420562,2.58e-07,4.238771659022198e-05,6.588,4.373
6420570,2.59e-07,4.249781455539139e-05,6.587,4.372
6420569,2.61e-07,4.2607912520560796e-05,6.583,4.371
8329674,2.62e-07,4.2718010485730204e-05,6.582,4.369
6420571,2.69e-07,4.282810845089961e-05,6.57,4.368
8329676,2.7e-07,4.293820641606902e-05,6.569,4.367
8329675,2.71e-07,4.304830438123843e-05,6.567,4.366
8329672,2.73e-07,4.3158402346407834e-05,6.564,4.365
6420580,2.74e-07,4.326850031157724e-05,6.562,4.364
8329673,2.74e-07,4.337859827674665e-05,6.562,4.363
8329709,2.77e-07,4.348869624191606e-05,6.558,4.362
8329668,3.14e-07,4.3598794207085465e-05,6.503,4.361
499609,3.15e-07,4.370889217225487e-05,6.502,4.359
8329694,3.18e-07,4.381899013742428e-05,6.498,4.358
8329680,3.22e-07,4.392908810259369e-05,6.492,4.357
8329684,3.23e-07,4.4039186067763095e-05,6.491,4.356
2226500,3.24e-07,4.41492840329325e-05,6.489,4.355
8329691,3.29e-07,4.425938199810191e-05,6.483,4.354
8329695,3.45e-07,4.436947996327132e-05,6.462,4.353
8329696,3.56e-07,4.4479577928440725e-05,6.449,4.352
8329703,3.78e-07,4.458967589361013e-05,6.423,4.351
8962295,3.85e-07,4.469977385877954e-05,6.415,4.35
8962304,3.87e-07,4.480987182394895e-05,6.412,4.349
8962505,4.35e-07,4.4919969789118356e-05,6.362,4.348
8962291,4.53e-07,4.503006775428776e-05,6.344,4.346
6420492,4.7e-07,4.514016571945717e-05,6.328,4.345
8962285,4.74e-07,4.525026368462658e-05,6.324,4.344
8329786,4.81e-07,4.5360361649795986e-05,6.318,4.343
8962310,4.81e-07,4.5470459614965394e-05,6.318,4.342
6420493,4.85e-07,4.55805575801348e-05,6.314,4.341
8962326,4.89e-07,4.569065554530421e-05,6.311,4.34
8962313,5.11e-07,4.5800753510473616e-05,6.292,4.339
499726,5.49e-07,4.5910851475643024e-05,6.26,4.338
8329822,5.75e-07,4.602094944081243e-05,6.24,4.337
761708,5.92e-07,4.6131047405981846e-05,6.228,4.336
8962483,5.99e-07,4.6241145371151253e-05,6.223,4.335
8962164,6e-07,4.635124333632066e-05,6.222,4.334
6420605,6.01e-07,4.646134130149007e-05,6.221,4.333
8962487,6.02e-07,4.6571439266659476e-05,6.22,4.332
761709,6.16e-07,4.6681537231828884e-05,6.21,4.331
761726,6.2e-07,4.679163519699829e-05,6.208,4.33
6420611,6.24e-07,4.69017331621677e-05,6.205,4.329
499719,6.26e-07,4.7011831127337107e-05,6.203,4.328
8962472,6.26e-07,4.7121929092506514e-05,6.203,4.327
761710,6.27e-07,4.723202705767592e-05,6.203,4.326
761689,6.3e-07,4.734212502284533e-05,6.201,4.325
8962361,6.51e-07,4.745222298801474e-05,6.186,4.324
6420513,6.54e-07,4.7562320953184145e-05,6.184,4.323
499690,6.55e-07,4.767241891835355e-05,6.184,4.322
761677,6.59e-07,4.778251688352296e-05,6.181,4.321
2378469,6.66e-07,4.789261484869237e-05,6.177,4.32
761733,6.71e-07,4.8002712813861775e-05,6.173,4.319
8962422,6.76e-07,4.811281077903118e-05,6.17,4.318
761680,6.76e-07,4.822290874420059e-05,6.17,4.317
761693,6.77e-07,4.833300670937e-05,6.169,4.316
761676,6.77e-07,4.8443104674539405e-05,6.169,4.315
4241430,6.8e-07,4.855320263970881e-05,6.167,4.314
761734,6.81e-07,4.866330060487822e-05,6.167,4.313
761682,6.82e-07,4.877339857004763e-05,6.166,4.312
761671,6.88e-07,4.8883496535217036e-05,6.162,4.311
761735,6.9e-07,4.899359450038644e-05,6.161,4.31
761678,6.91e-07,4.910369246555585e-05,6.161,4.309
8329795,6.92e-07,4.921379043072526e-05,6.16,4.308
8329825,6.98e-07,4.9323888395894666e-05,6.156,4.307
8962363,7.07e-07,4.9433986361064073e-05,6.151,4.306
8329763,7.15e-07,4.954408432623348e-05,6.146,4.305
761688,7.16e-07,4.965418229140289e-05,6.145,4.304
5462578,7.16e-07,4.9764280256572296e-05,6.145,4.303
8355885,7.22e-07,4.9874378221741704e-05,6.141,4.302
761683,7.22e-07,4.998447618691111e-05,6.141,4.301
761684,7.24e-07,5.009457415208052e-05,6.14,4.3
761679,7.3e-07,5.0204672117249927e-05,6.137,4.299
8962411,7.32e-07,5.0314770082419334e-05,6.135,4.298
8329762,7.34e-07,5.042486804758874e-05,6.134,4.297
8962276,7.51e-07,5.053496601275815e-05,6.124,4.296
8329807,7.56e-07,5.064506397792756e-05,6.121,4.295
761696,7.62e-07,5.0755161943096964e-05,6.118,4.295
761702,7.63e-07,5.086525990826637e-05,6.117,4.294
761712,7.65e-07,5.0975357873435786e-05,6.116,4.293
8329818,7.65e-07,5.1085455838605194e-05,6.116,4.292
6420470,7.66e-07,5.11955538037746e-05,6.116,4.291
