,P,Exp P,Log P,Log Exp P
6220971,2.61e-07,9.912604967602854e-06,6.583,5.004
6220969,2.65e-07,1.002274502279844e-05,6.577,4.999
6220998,2.66e-07,1.0132885077994028e-05,6.575,4.994
6220970,2.67e-07,1.0243025133189616e-05,6.573,4.99
6220999,2.73e-07,1.0353165188385203e-05,6.564,4.985
6309935,2.76e-07,1.046330524358079e-05,6.559,4.98
8352808,3.18e-07,1.0573445298776377e-05,6.498,4.976
6220902,3.21e-07,1.0683585353971965e-05,6.493,4.971
6220966,3.78e-07,1.0793725409167552e-05,6.423,4.967
6221007,3.81e-07,1.0903865464363138e-05,6.419,4.962
2071015,4.68e-07,1.1014005519558726e-05,6.33,4.958
6221002,5.27e-07,1.1124145574754314e-05,6.278,4.954
6221018,6.09e-07,1.1234285629949901e-05,6.215,4.949
6221004,6.2e-07,1.1344425685145487e-05,6.208,4.945
6312913,6.55e-07,1.1454565740341075e-05,6.184,4.941
1306401,6.94e-07,1.1564705795536663e-05,6.159,4.937
6220854,7.35e-07,1.167484585073225e-05,6.134,4.933
1306414,8.19e-07,1.1784985905927836e-05,6.087,4.929
6220908,8.33e-07,1.1895125961123424e-05,6.079,4.925
6220900,8.7e-07,1.2005266016319012e-05,6.06,4.921
6220950,9.12e-07,1.21154060715146e-05,6.04,4.917
6220955,9.31e-07,1.2225546126710185e-05,6.031,4.913
6220856,9.34e-07,1.2335686181905773e-05,6.03,4.909
5467451,9.96e-07,1.244582623710136e-05,6.002,4.905
6220945,1.08e-06,1.2555966292296948e-05,5.967,4.901
6220932,1.1e-06,1.2666106347492534e-05,5.959,4.897
6220930,1.11e-06,1.2776246402688122e-05,5.955,4.894
1306412,1.12e-06,1.288638645788371e-05,5.951,4.89
6220925,1.13e-06,1.2996526513079297e-05,5.947,4.886
6220953,1.15e-06,1.3106666568274883e-05,5.939,4.883
6220926,1.17e-06,1.3216806623470471e-05,5.932,4.879
6220934,1.18e-06,1.3326946678666059e-05,5.928,4.875
1306409,1.19e-06,1.3437086733861646e-05,5.924,4.872
1306425,1.25e-06,1.3547226789057232e-05,5.903,4.868
5467540,1.41e-06,1.365736684425282e-05,5.851,4.865
5467905,1.42e-06,1.3767506899448408e-05,5.848,4.861
8735474,1.44e-06,1.3877646954643996e-05,5.842,4.858
1306407,1.45e-06,1.3987787009839582e-05,5.839,4.854
1306408,1.5e-06,1.409792706503517e-05,5.824,4.851
6312936,1.51e-06,1.4208067120230757e-05,5.821,4.847
5467527,1.56e-06,1.4318207175426345e-05,5.807,4.844
1306426,1.58e-06,1.442834723062193e-05,5.801,4.841
7432877,1.69e-06,1.4538487285817518e-05,5.772,4.837
5467870,1.71e-06,1.4648627341013106e-05,5.767,4.834
8735440,1.92e-06,1.4758767396208694e-05,5.717,4.831
5467779,1.92e-06,1.486890745140428e-05,5.717,4.828
1306510,2.07e-06,1.4979047506599867e-05,5.684,4.825
1306404,2.24e-06,1.5089187561795455e-05,5.65,4.821
1306514,2.3e-06,1.5199327616991043e-05,5.638,4.818
8735461,2.34e-06,1.530946767218663e-05,5.631,4.815
5467462,2.34e-06,1.5419607727382218e-05,5.631,4.812
1306420,2.35e-06,1.5529747782577802e-05,5.629,4.809
8735424,2.36e-06,1.563988783777339e-05,5.627,4.806
1306406,2.48e-06,1.5750027892968978e-05,5.606,4.803
1306501,2.48e-06,1.5860167948164565e-05,5.606,4.8
6220944,2.53e-06,1.5970308003360153e-05,5.597,4.797
1306423,2.63e-06,1.608044805855574e-05,5.58,4.794
5592494,2.65e-06,1.619058811375133e-05,5.577,4.791
1306495,2.81e-06,1.6300728168946916e-05,5.551,4.788
1306513,2.88e-06,1.64108682241425e-05,5.541,4.785
1306499,2.95e-06,1.6521008279338088e-05,5.53,4.782
8735387,2.97e-06,1.6631148334533676e-05,5.527,4.779
9489084,3.03e-06,1.6741288389729263e-05,5.519,4.776
8735379,3.08e-06,1.685142844492485e-05,5.511,4.773
6309926,3.24e-06,1.696156850012044e-05,5.489,4.771
6220973,3.28e-06,1.7071708555316026e-05,5.484,4.768
8735362,3.29e-06,1.7181848610511614e-05,5.483,4.765
6309937,3.36e-06,1.72919886657072e-05,5.474,4.762
8735394,3.66e-06,1.7402128720902786e-05,5.437,4.759
6220942,3.78e-06,1.7512268776098374e-05,5.423,4.757
5467577,3.81e-06,1.762240883129396e-05,5.419,4.754
5467570,3.94e-06,1.773254888648955e-05,5.405,4.751
6220946,4e-06,1.7842688941685137e-05,5.398,4.749
8735395,4.04e-06,1.7952828996880725e-05,5.394,4.746
8735382,4.07e-06,1.8062969052076312e-05,5.39,4.743
2102965,4.4e-06,1.8173109107271897e-05,5.357,4.741
8735372,4.46e-06,1.8283249162467484e-05,5.351,4.738
1306424,4.67e-06,1.8393389217663072e-05,5.331,4.735
6220924,4.79e-06,1.850352927285866e-05,5.32,4.733
6791837,4.83e-06,1.8613669328054247e-05,5.316,4.73
9489100,5.15e-06,1.8723809383249835e-05,5.288,4.728
8735368,5.19e-06,1.8833949438445423e-05,5.285,4.725
9489099,5.28e-06,1.894408949364101e-05,5.277,4.723
5801928,5.49e-06,1.9054229548836595e-05,5.26,4.72
6221005,5.69e-06,1.9164369604032182e-05,5.245,4.718
6220962,6.13e-06,1.927450965922777e-05,5.213,4.715
8352652,6.34e-06,1.9384649714423358e-05,5.198,4.713
8352625,6.45e-06,1.9494789769618945e-05,5.19,4.71
5467604,6.48e-06,1.9604929824814533e-05,5.188,4.708
8735369,6.7e-06,1.971506988001012e-05,5.174,4.705
8352641,6.96e-06,1.982520993520571e-05,5.157,4.703
9489101,7.1e-06,1.9935349990401293e-05,5.149,4.7
5487944,7.28e-06,2.004549004559688e-05,5.138,4.698
8735521,7.33e-06,2.0155630100792468e-05,5.135,4.696
1306436,7.59e-06,2.0265770155988056e-05,5.12,4.693
8735520,7.66e-06,2.0375910211183643e-05,5.116,4.691
8735375,7.74e-06,2.048605026637923e-05,5.111,4.689
8735386,7.9e-06,2.059619032157482e-05,5.102,4.686
5690637,8.01e-06,2.0706330376770406e-05,5.096,4.684
8735404,8.01e-06,2.081647043196599e-05,5.096,4.682
9489070,8.14e-06,2.092661048716158e-05,5.089,4.679
6309939,8.25e-06,2.1036750542357166e-05,5.084,4.677
1306465,8.33e-06,2.1146890597552754e-05,5.079,4.675
8735527,8.45e-06,2.125703065274834e-05,5.073,4.672
1306428,8.54e-06,2.136717070794393e-05,5.069,4.67
8352647,8.65e-06,2.1477310763139517e-05,5.063,4.668
6359145,8.81e-06,2.1587450818335105e-05,5.055,4.666
8735358,9.1e-06,2.169759087353069e-05,5.041,4.664
8735342,9.1e-06,2.1807730928726277e-05,5.041,4.661
8735522,1.01e-05,2.1917870983921864e-05,4.996,4.659
5487951,1.06e-05,2.2028011039117452e-05,4.975,4.657
8735350,1.07e-05,2.213815109431304e-05,4.971,4.655
2071012,1.08e-05,2.2248291149508627e-05,4.967,4.653
1782383,1.08e-05,2.2358431204704215e-05,4.967,4.651
8735500,1.08e-05,2.2468571259899803e-05,4.967,4.648
8617403,1.09e-05,2.2578711315095387e-05,4.963,4.646
4926280,1.09e-05,2.2688851370290975e-05,4.963,4.644
8735516,1.11e-05,2.2798991425486562e-05,4.955,4.642
6309940,1.12e-05,2.290913148068215e-05,4.951,4.64
8735518,1.12e-05,2.3019271535877738e-05,4.951,4.638
9489054,1.13e-05,2.3129411591073325e-05,4.947,4.636
8300601,1.14e-05,2.3239551646268913e-05,4.943,4.634
6431858,1.14e-05,2.33496917014645e-05,4.943,4.632
6431859,1.14e-05,2.3459831756660085e-05,4.943,4.63
1782380,1.15e-05,2.3569971811855673e-05,4.939,4.628
5487950,1.16e-05,2.368011186705126e-05,4.936,4.626
1306459,1.17e-05,2.3790251922246848e-05,4.932,4.624
8735314,1.19e-05,2.3900391977442436e-05,4.924,4.622
8735496,1.19e-05,2.4010532032638023e-05,4.924,4.62
8352640,1.22e-05,2.412067208783361e-05,4.914,4.618
1306545,1.22e-05,2.42308121430292e-05,4.914,4.616
3695684,1.23e-05,2.4340952198224783e-05,4.91,4.614
6309944,1.24e-05,2.445109225342037e-05,4.907,4.612
1306526,1.24e-05,2.456123230861596e-05,4.907,4.61
8617386,1.24e-05,2.4671372363811546e-05,4.907,4.608
8735499,1.26e-05,2.4781512419007134e-05,4.9,4.606
8300598,1.26e-05,2.489165247420272e-05,4.9,4.604
1306464,1.29e-05,2.500179252939831e-05,4.889,4.602
6220825,1.3e-05,2.5111932584593897e-05,4.886,4.6
1306525,1.3e-05,2.522207263978948e-05,4.886,4.598
1306508,1.31e-05,2.533221269498507e-05,4.883,4.596
8352814,1.34e-05,2.5442352750180657e-05,4.873,4.594
3959614,1.35e-05,2.5552492805376244e-05,4.87,4.593
8735376,1.36e-05,2.5662632860571832e-05,4.866,4.591
5467678,1.37e-05,2.577277291576742e-05,4.863,4.589
8352636,1.37e-05,2.5882912970963007e-05,4.863,4.587
6309943,1.37e-05,2.5993053026158595e-05,4.863,4.585
6309945,1.38e-05,2.610319308135418e-05,4.86,4.583
6309941,1.38e-05,2.6213333136549767e-05,4.86,4.581
8300597,1.39e-05,2.6323473191745355e-05,4.857,4.58
1306528,1.39e-05,2.6433613246940942e-05,4.857,4.578
8130234,1.39e-05,2.654375330213653e-05,4.857,4.576
1306538,1.4e-05,2.6653893357332118e-05,4.854,4.574
6220819,1.46e-05,2.6764033412527705e-05,4.836,4.572
7432876,1.47e-05,2.6874173467723293e-05,4.833,4.571
1345964,1.48e-05,2.6984313522918877e-05,4.83,4.569
1358963,1.48e-05,2.7094453578114465e-05,4.83,4.567
849716,1.5e-05,2.7204593633310053e-05,4.824,4.565
8130236,1.56e-05,2.731473368850564e-05,4.807,4.564
3959585,1.57e-05,2.7424873743701228e-05,4.804,4.562
8300615,1.58e-05,2.7535013798896816e-05,4.801,4.56
6309946,1.59e-05,2.7645153854092403e-05,4.799,4.558
8735304,1.6e-05,2.775529390928799e-05,4.796,4.557
8300612,1.61e-05,2.7865433964483575e-05,4.793,4.555
1306461,1.63e-05,2.7975574019679163e-05,4.788,4.553
1306569,1.63e-05,2.808571407487475e-05,4.788,4.552
8735506,1.63e-05,2.819585413007034e-05,4.788,4.55
4835550,1.64e-05,2.8305994185265926e-05,4.785,4.548
1306456,1.65e-05,2.8416134240461514e-05,4.783,4.546
2886429,1.66e-05,2.85262742956571e-05,4.78,4.545
8735509,1.66e-05,2.863641435085269e-05,4.78,4.543
8300603,1.74e-05,2.8746554406048273e-05,4.759,4.541
5467915,1.75e-05,2.885669446124386e-05,4.757,4.54
8735507,1.76e-05,2.896683451643945e-05,4.754,4.538
8583614,1.76e-05,2.9076974571635036e-05,4.754,4.536
1306632,1.76e-05,2.9187114626830624e-05,4.754,4.535
4389968,1.76e-05,2.9297254682026212e-05,4.754,4.533
8300607,1.8e-05,2.94073947372218e-05,4.745,4.532
8735352,1.81e-05,2.9517534792417387e-05,4.742,4.53
8735344,1.85e-05,2.962767484761297e-05,4.733,4.528
8617402,1.85e-05,2.973781490280856e-05,4.733,4.527
8735505,1.87e-05,2.9847954958004147e-05,4.728,4.525
8352729,1.87e-05,2.9958095013199735e-05,4.728,4.523
1306443,1.88e-05,3.0068235068395322e-05,4.726,4.522
8352799,1.9e-05,3.017837512359091e-05,4.721,4.52
1306460,1.91e-05,3.0288515178786498e-05,4.719,4.519
1306640,1.91e-05,3.0398655233982085e-05,4.719,4.517
1306523,1.93e-05,3.050879528917767e-05,4.714,4.516
8735343,1.93e-05,3.061893534437326e-05,4.714,4.514
1306656,1.97e-05,3.072907539956885e-05,4.706,4.512
6312902,1.97e-05,3.0839215454764436e-05,4.706,4.511
8653967,1.99e-05,3.094935550996002e-05,4.701,4.509
5487941,2e-05,3.1059495565155605e-05,4.699,4.508
3183836,2.03e-05,3.116963562035119e-05,4.693,4.506
8735501,2.04e-05,3.127977567554678e-05,4.69,4.505
8735504,2.04e-05,3.138991573074237e-05,4.69,4.503
8583611,2.07e-05,3.1500055785937955e-05,4.684,4.502
1782369,2.11e-05,3.161019584113354e-05,4.676,4.5
1358959,2.11e-05,3.172033589632913e-05,4.676,4.499
8300596,2.18e-05,3.183047595152472e-05,4.662,4.497
5119087,2.25e-05,3.1940616006720306e-05,4.648,4.496
8583609,2.25e-05,3.2050756061915894e-05,4.648,4.494
6312909,2.26e-05,3.216089611711148e-05,4.646,4.493
6791823,2.31e-05,3.227103617230707e-05,4.636,4.491
5467696,2.32e-05,3.238117622750266e-05,4.635,4.49
8352633,2.36e-05,3.2491316282698244e-05,4.627,4.488
2373814,2.38e-05,3.260145633789383e-05,4.623,4.487
1839470,2.39e-05,3.271159639308941e-05,4.622,4.485
8352611,2.42e-05,3.2821736448285e-05,4.616,4.484
6154694,2.42e-05,3.293187650348059e-05,4.616,4.482
8735616,2.45e-05,3.3042016558676176e-05,4.611,4.481
8583617,2.53e-05,3.3152156613871764e-05,4.597,4.479
1358996,2.55e-05,3.326229666906735e-05,4.593,4.478
8583631,2.64e-05,3.337243672426294e-05,4.578,4.477
6309892,2.66e-05,3.348257677945853e-05,4.575,4.475
6886446,2.67e-05,3.3592716834654115e-05,4.573,4.474
1359020,2.7e-05,3.37028568898497e-05,4.569,4.472
1306444,2.7e-05,3.381299694504529e-05,4.569,4.471
4926371,2.7e-05,3.392313700024088e-05,4.569,4.47
8300608,2.71e-05,3.4033277055436465e-05,4.567,4.468
9410205,2.71e-05,3.414341711063205e-05,4.567,4.467
5467611,2.72e-05,3.425355716582764e-05,4.565,4.465
9489072,2.73e-05,3.436369722102323e-05,4.564,4.464
8128688,2.74e-05,3.447383727621881e-05,4.562,4.463
8583610,2.76e-05,3.45839773314144e-05,4.559,4.461
6888034,2.81e-05,3.4694117386609985e-05,4.551,4.46
8352684,2.82e-05,3.480425744180557e-05,4.55,4.458
8060284,2.83e-05,3.491439749700116e-05,4.548,4.457
1358951,2.84e-05,3.502453755219675e-05,4.547,4.456
8956572,2.85e-05,3.5134677607392335e-05,4.545,4.454
8352794,2.89e-05,3.524481766258792e-05,4.539,4.453
7803418,2.9e-05,3.535495771778351e-05,4.538,4.452
8735542,2.91e-05,3.54650977729791e-05,4.536,4.45
9489056,2.94e-05,3.5575237828174686e-05,4.532,4.449
6431989,2.95e-05,3.5685377883370274e-05,4.53,4.448
6431889,2.97e-05,3.579551793856586e-05,4.527,4.446
8300623,2.98e-05,3.590565799376145e-05,4.526,4.445
9489061,3.01e-05,3.601579804895704e-05,4.521,4.444
6551,3.02e-05,3.6125938104152624e-05,4.52,4.442
4625637,3.04e-05,3.623607815934821e-05,4.517,4.441
8352637,3.04e-05,3.634621821454379e-05,4.517,4.44
592429,3.07e-05,3.645635826973938e-05,4.513,4.438
993449,3.08e-05,3.656649832493497e-05,4.511,4.437
6309954,3.11e-05,3.6676638380130556e-05,4.507,4.436
8735512,3.12e-05,3.6786778435326144e-05,4.506,4.434
8352617,3.14e-05,3.689691849052173e-05,4.503,4.433
8352619,3.15e-05,3.700705854571732e-05,4.502,4.432
5119418,3.15e-05,3.711719860091291e-05,4.502,4.43
6431926,3.18e-05,3.7227338656108495e-05,4.498,4.429
8352628,3.19e-05,3.733747871130408e-05,4.496,4.428
6888018,3.25e-05,3.744761876649967e-05,4.488,4.427
8352622,3.28e-05,3.755775882169526e-05,4.484,4.425
1306491,3.29e-05,3.7667898876890845e-05,4.483,4.424
1306586,3.29e-05,3.777803893208643e-05,4.483,4.423
8352632,3.31e-05,3.788817898728202e-05,4.48,4.421
8352626,3.34e-05,3.799831904247761e-05,4.476,4.42
6887852,3.35e-05,3.810845909767319e-05,4.475,4.419
8352618,3.35e-05,3.821859915286878e-05,4.475,4.418
6432392,3.36e-05,3.8328739208064365e-05,4.474,4.416
8352620,3.36e-05,3.843887926325995e-05,4.474,4.415
8352627,3.4e-05,3.854901931845554e-05,4.469,4.414
8352623,3.46e-05,3.865915937365113e-05,4.461,4.413
8352643,3.48e-05,3.8769299428846715e-05,4.458,4.412
6309961,3.48e-05,3.88794394840423e-05,4.458,4.41
6432371,3.52e-05,3.898957953923789e-05,4.453,4.409
8352631,3.54e-05,3.909971959443348e-05,4.451,4.408
6432207,3.56e-05,3.9209859649629066e-05,4.449,4.407
6432238,3.56e-05,3.9319999704824654e-05,4.449,4.405
6432303,3.56e-05,3.943013976002024e-05,4.449,4.404
8617398,3.61e-05,3.954027981521583e-05,4.442,4.403
5739312,3.64e-05,3.965041987041142e-05,4.439,4.402
3473018,3.66e-05,3.9760559925607004e-05,4.437,4.401
6309953,3.69e-05,3.9870699980802585e-05,4.433,4.399
8083869,3.73e-05,3.998084003599817e-05,4.428,4.398
8300599,3.74e-05,4.009098009119376e-05,4.427,4.397
7803341,3.76e-05,4.020112014638935e-05,4.425,4.396
1424112,3.78e-05,4.0311260201584936e-05,4.423,4.395
6432161,3.8e-05,4.0421400256780524e-05,4.42,4.393
1424122,3.81e-05,4.053154031197611e-05,4.419,4.392
6432098,3.81e-05,4.06416803671717e-05,4.419,4.391
1358998,3.85e-05,4.075182042236729e-05,4.415,4.39
8352621,3.86e-05,4.0861960477562875e-05,4.413,4.389
3697104,3.87e-05,4.097210053275846e-05,4.412,4.388
6432119,3.91e-05,4.108224058795405e-05,4.408,4.386
8956477,3.98e-05,4.119238064314964e-05,4.4,4.385
9489052,4.01e-05,4.1302520698345225e-05,4.397,4.384
8220392,4.03e-05,4.141266075354081e-05,4.395,4.383
9489060,4.04e-05,4.15228008087364e-05,4.394,4.382
8300638,4.07e-05,4.163294086393198e-05,4.39,4.381
4967443,4.08e-05,4.174308091912757e-05,4.389,4.379
8956476,4.08e-05,4.185322097432316e-05,4.389,4.378
6309965,4.12e-05,4.1963361029518745e-05,4.385,4.377
3812965,4.16e-05,4.207350108471433e-05,4.381,4.376
8300602,4.16e-05,4.218364113990992e-05,4.381,4.375
1359003,4.24e-05,4.229378119510551e-05,4.373,4.374
8300631,4.28e-05,4.2403921250301095e-05,4.369,4.373
1306557,4.29e-05,4.251406130549668e-05,4.368,4.371
6886438,4.3e-05,4.262420136069227e-05,4.367,4.37
6888001,4.31e-05,4.273434141588786e-05,4.366,4.369
9302466,4.34e-05,4.2844481471083446e-05,4.363,4.368
8352612,4.35e-05,4.2954621526279034e-05,4.362,4.367
1476057,4.41e-05,4.306476158147462e-05,4.356,4.366
6887996,4.42e-05,4.317490163667021e-05,4.355,4.365
5487940,4.45e-05,4.32850416918658e-05,4.352,4.364
4297819,4.46e-05,4.339518174706138e-05,4.351,4.363
3696675,4.47e-05,4.3505321802256965e-05,4.35,4.361
1359000,4.5e-05,4.361546185745255e-05,4.347,4.36
1171061,4.52e-05,4.372560191264814e-05,4.345,4.359
6309959,4.53e-05,4.383574196784373e-05,4.344,4.358
9302437,4.59e-05,4.3945882023039316e-05,4.338,4.357
3856773,4.6e-05,4.4056022078234904e-05,4.337,4.356
7803417,4.62e-05,4.416616213343049e-05,4.335,4.355
6154642,4.63e-05,4.427630218862608e-05,4.334,4.354
3696656,4.63e-05,4.438644224382167e-05,4.334,4.353
7803157,4.64e-05,4.4496582299017254e-05,4.333,4.352
6885481,4.71e-05,4.460672235421284e-05,4.327,4.351
1476048,4.72e-05,4.471686240940843e-05,4.326,4.35
8735552,4.76e-05,4.482700246460402e-05,4.322,4.348
7803201,4.77e-05,4.4937142519799605e-05,4.321,4.347
3472983,4.81e-05,4.504728257499519e-05,4.318,4.346
8877028,4.85e-05,4.5157422630190774e-05,4.314,4.345
6888016,4.86e-05,4.526756268538636e-05,4.313,4.344
5271759,4.9e-05,4.537770274058195e-05,4.31,4.343
6154637,4.91e-05,4.548784279577754e-05,4.309,4.342
5801888,4.91e-05,4.5597982850973125e-05,4.309,4.341
6154640,4.91e-05,4.570812290616871e-05,4.309,4.34
6887907,4.94e-05,4.58182629613643e-05,4.306,4.339
6312965,4.94e-05,4.592840301655989e-05,4.306,4.338
5873658,4.95e-05,4.6038543071755475e-05,4.305,4.337
7803114,4.98e-05,4.614868312695106e-05,4.303,4.336
3473028,4.99e-05,4.625882318214665e-05,4.302,4.335
6874966,4.99e-05,4.636896323734224e-05,4.302,4.334
6220817,5.01e-05,4.6479103292537826e-05,4.3,4.333
6887981,5.08e-05,4.6589243347733414e-05,4.294,4.332
6887958,5.12e-05,4.6699383402929e-05,4.291,4.331
6887956,5.17e-05,4.680952345812459e-05,4.287,4.33
3473030,5.17e-05,4.691966351332017e-05,4.287,4.329
5801923,5.21e-05,4.702980356851576e-05,4.283,4.328
8956443,5.24e-05,4.7139943623711345e-05,4.281,4.327
8956442,5.24e-05,4.725008367890693e-05,4.281,4.326
8877024,5.24e-05,4.736022373410252e-05,4.281,4.325
2102958,5.27e-05,4.747036378929811e-05,4.278,4.324
5119027,5.28e-05,4.7580503844493696e-05,4.277,4.323
5718578,5.3e-05,4.7690643899689284e-05,4.276,4.322
3697824,5.32e-05,4.780078395488487e-05,4.274,4.321
6236098,5.37e-05,4.791092401008046e-05,4.27,4.32
8352679,5.39e-05,4.802106406527605e-05,4.268,4.319
7803212,5.42e-05,4.8131204120471634e-05,4.266,4.318
8877016,5.43e-05,4.824134417566722e-05,4.265,4.317
701742,5.44e-05,4.835148423086281e-05,4.264,4.316
2282867,5.45e-05,4.84616242860584e-05,4.264,4.315
2886201,5.45e-05,4.8571764341253985e-05,4.264,4.314
8300587,5.47e-05,4.8681904396449566e-05,4.262,4.313
7803449,5.49e-05,4.8792044451645154e-05,4.26,4.312
6887903,5.52e-05,4.890218450684074e-05,4.258,4.311
8352771,5.54e-05,4.901232456203633e-05,4.256,4.31
7803386,5.55e-05,4.912246461723192e-05,4.256,4.309
1306673,5.58e-05,4.9232604672427505e-05,4.253,4.308
3473137,5.59e-05,4.934274472762309e-05,4.253,4.307
3697107,5.59e-05,4.945288478281868e-05,4.253,4.306
8205316,5.6e-05,4.956302483801427e-05,4.252,4.305
3473143,5.6e-05,4.9673164893209855e-05,4.252,4.304
9327896,5.66e-05,4.978330494840544e-05,4.247,4.303
9489069,5.68e-05,4.989344500360103e-05,4.246,4.302
6154644,5.71e-05,5.000358505879662e-05,4.243,4.301
9491445,5.72e-05,5.0113725113992206e-05,4.243,4.3
6886724,5.72e-05,5.0223865169187794e-05,4.243,4.299
8130242,5.74e-05,5.033400522438338e-05,4.241,4.298
5119020,5.8e-05,5.044414527957896e-05,4.237,4.297
