,P,Exp P,Log P,Log Exp P
5184048,1.71e-06,1.4290703583620483e-05,5.767,4.845
5891019,1.77e-06,1.4406888165601138e-05,5.752,4.841
8270184,1.88e-06,1.4523072747581792e-05,5.726,4.838
5183962,1.92e-06,1.4639257329562447e-05,5.717,4.834
5891071,2e-06,1.47554419115431e-05,5.699,4.831
5891113,2.07e-06,1.4871626493523755e-05,5.684,4.828
5891118,2.11e-06,1.498781107550441e-05,5.676,4.824
8270216,2.11e-06,1.5103995657485064e-05,5.676,4.821
1237383,2.27e-06,1.5220180239465719e-05,5.644,4.818
8270169,2.32e-06,1.533636482144637e-05,5.635,4.814
5183663,2.34e-06,1.5452549403427026e-05,5.631,4.811
5978105,2.38e-06,1.556873398540768e-05,5.623,4.808
1237387,2.42e-06,1.5684918567388335e-05,5.616,4.805
5891108,2.43e-06,1.580110314936899e-05,5.614,4.801
5891063,2.47e-06,1.5917287731349645e-05,5.607,4.798
5891095,2.49e-06,1.60334723133303e-05,5.604,4.795
5891093,2.52e-06,1.6149656895310954e-05,5.599,4.792
8270203,2.57e-06,1.626584147729161e-05,5.59,4.789
5891088,2.58e-06,1.6382026059272263e-05,5.588,4.786
5891116,2.59e-06,1.6498210641252915e-05,5.587,4.783
5891089,2.65e-06,1.661439522323357e-05,5.577,4.78
5891097,2.65e-06,1.6730579805214224e-05,5.577,4.776
1237374,2.8e-06,1.684676438719488e-05,5.553,4.773
1237299,2.84e-06,1.6962948969175533e-05,5.547,4.77
1237386,3.01e-06,1.7079133551156188e-05,5.521,4.768
5300660,3.1e-06,1.7195318133136842e-05,5.509,4.765
8270127,3.12e-06,1.7311502715117497e-05,5.506,4.762
1237368,3.21e-06,1.742768729709815e-05,5.493,4.759
8270135,3.22e-06,1.7543871879078806e-05,5.492,4.756
1237372,3.33e-06,1.766005646105946e-05,5.478,4.753
8270111,3.43e-06,1.7776241043040112e-05,5.465,4.75
5183772,3.81e-06,1.7892425625020767e-05,5.419,4.747
8989316,3.81e-06,1.800861020700142e-05,5.419,4.745
8270141,3.82e-06,1.8124794788982076e-05,5.418,4.742
5183765,3.94e-06,1.824097937096273e-05,5.405,4.739
7905729,4.1e-06,1.8357163952943385e-05,5.387,4.736
8270130,4.14e-06,1.847334853492404e-05,5.383,4.733
8270142,4.19e-06,1.8589533116904695e-05,5.378,4.731
8270121,4.62e-06,1.870571769888535e-05,5.335,4.728
7905704,4.67e-06,1.8821902280866004e-05,5.331,4.725
5890988,4.8e-06,1.893808686284666e-05,5.319,4.723
5391787,4.81e-06,1.905427144482731e-05,5.318,4.72
6432399,4.83e-06,1.9170456026807964e-05,5.316,4.717
1237339,4.88e-06,1.928664060878862e-05,5.312,4.715
5890982,4.88e-06,1.9402825190769274e-05,5.312,4.712
1237303,5.26e-06,1.951900977274993e-05,5.279,4.71
5978127,5.28e-06,1.9635194354730583e-05,5.277,4.707
5891107,5.52e-06,1.9751378936711238e-05,5.258,4.704
7905720,5.81e-06,1.9867563518691892e-05,5.236,4.702
1237311,5.86e-06,1.9983748100672547e-05,5.232,4.699
8270117,5.92e-06,2.00999326826532e-05,5.228,4.697
5183802,6.2e-06,2.0216117264633856e-05,5.208,4.694
8989332,6.5e-06,2.0332301846614507e-05,5.187,4.692
1237333,6.53e-06,2.0448486428595162e-05,5.185,4.689
8989331,6.66e-06,2.0564671010575817e-05,5.177,4.687
5496240,6.96e-06,2.068085559255647e-05,5.157,4.684
7385454,7.25e-06,2.0797040174537126e-05,5.14,4.682
5975313,7.29e-06,2.091322475651778e-05,5.137,4.68
1237338,7.38e-06,2.1029409338498435e-05,5.132,4.677
7905726,7.38e-06,2.114559392047909e-05,5.132,4.675
8270118,7.66e-06,2.1261778502459745e-05,5.116,4.672
5891136,7.86e-06,2.13779630844404e-05,5.105,4.67
7385164,8.35e-06,2.1494147666421054e-05,5.078,4.668
7855711,8.42e-06,2.161033224840171e-05,5.075,4.665
7385382,8.72e-06,2.172651683038236e-05,5.059,4.663
5891105,8.72e-06,2.1842701412363014e-05,5.059,4.661
7385453,8.76e-06,2.195888599434367e-05,5.057,4.658
8270150,8.77e-06,2.2075070576324324e-05,5.057,4.656
6022755,8.81e-06,2.2191255158304978e-05,5.055,4.654
8989333,8.95e-06,2.2307439740285633e-05,5.048,4.652
8270123,8.99e-06,2.2423624322266288e-05,5.046,4.649
7905877,9.04e-06,2.2539808904246942e-05,5.044,4.647
8270134,9.05e-06,2.2655993486227597e-05,5.043,4.645
1237330,9.26e-06,2.277217806820825e-05,5.033,4.643
5891109,9.26e-06,2.2888362650188906e-05,5.033,4.64
8989302,9.3e-06,2.3004547232169557e-05,5.032,4.638
7855708,9.31e-06,2.3120731814150212e-05,5.031,4.636
1237335,9.41e-06,2.3236916396130867e-05,5.026,4.634
1991068,9.47e-06,2.335310097811152e-05,5.024,4.632
8270267,9.6e-06,2.3469285560092176e-05,5.018,4.63
8270093,1e-05,2.358547014207283e-05,5.0,4.627
1237318,1.02e-05,2.3701654724053485e-05,4.991,4.625
7855707,1.03e-05,2.381783930603414e-05,4.987,4.623
8270261,1.04e-05,2.3934023888014794e-05,4.983,4.621
7385484,1.04e-05,2.405020846999545e-05,4.983,4.619
7385424,1.04e-05,2.4166393051976104e-05,4.983,4.617
7385259,1.06e-05,2.4282577633956755e-05,4.975,4.615
7385206,1.06e-05,2.439876221593741e-05,4.975,4.613
8270107,1.07e-05,2.4514946797918064e-05,4.971,4.611
7905719,1.07e-05,2.463113137989872e-05,4.971,4.609
1687064,1.08e-05,2.4747315961879373e-05,4.967,4.606
1960473,1.08e-05,2.4863500543860028e-05,4.967,4.604
7385372,1.09e-05,2.4979685125840683e-05,4.963,4.602
8270260,1.09e-05,2.5095869707821337e-05,4.963,4.6
4665503,1.09e-05,2.5212054289801992e-05,4.963,4.598
1237334,1.1e-05,2.5328238871782647e-05,4.959,4.596
5891087,1.11e-05,2.54444234537633e-05,4.955,4.594
7905799,1.11e-05,2.5560608035743956e-05,4.955,4.592
7385093,1.12e-05,2.5676792617724607e-05,4.951,4.59
7385254,1.12e-05,2.5792977199705262e-05,4.951,4.588
3658815,1.13e-05,2.5909161781685916e-05,4.947,4.587
3506708,1.13e-05,2.602534636366657e-05,4.947,4.585
5975302,1.13e-05,2.6141530945647226e-05,4.947,4.583
6090946,1.14e-05,2.625771552762788e-05,4.943,4.581
7385248,1.14e-05,2.6373900109608535e-05,4.943,4.579
6090947,1.14e-05,2.649008469158919e-05,4.943,4.577
1687062,1.15e-05,2.6606269273569844e-05,4.939,4.575
7385370,1.16e-05,2.67224538555505e-05,4.936,4.573
7905864,1.16e-05,2.6838638437531154e-05,4.936,4.571
8270100,1.17e-05,2.6954823019511805e-05,4.932,4.569
3506689,1.18e-05,2.707100760149246e-05,4.928,4.567
7905715,1.19e-05,2.7187192183473114e-05,4.924,4.566
7385228,1.2e-05,2.730337676545377e-05,4.921,4.564
7385451,1.21e-05,2.7419561347434423e-05,4.917,4.562
7855725,1.26e-05,2.7535745929415078e-05,4.9,4.56
7035156,1.26e-05,2.7651930511395733e-05,4.9,4.558
7385263,1.28e-05,2.7768115093376387e-05,4.893,4.556
7855722,1.28e-05,2.7884299675357042e-05,4.893,4.555
7385188,1.29e-05,2.8000484257337697e-05,4.889,4.553
2248238,1.3e-05,2.811666883931835e-05,4.886,4.551
8270068,1.32e-05,2.8232853421299002e-05,4.879,4.549
7385444,1.32e-05,2.8349038003279657e-05,4.879,4.547
7385303,1.32e-05,2.8465222585260312e-05,4.879,4.546
7385291,1.33e-05,2.8581407167240966e-05,4.876,4.544
3755963,1.35e-05,2.869759174922162e-05,4.87,4.542
7385197,1.35e-05,2.8813776331202276e-05,4.87,4.54
7385349,1.36e-05,2.892996091318293e-05,4.866,4.539
7385307,1.36e-05,2.9046145495163585e-05,4.866,4.537
7385171,1.37e-05,2.916233007714424e-05,4.863,4.535
5183867,1.37e-05,2.9278514659124894e-05,4.863,4.533
7855713,1.38e-05,2.939469924110555e-05,4.86,4.532
7385288,1.38e-05,2.95108838230862e-05,4.86,4.53
5891168,1.39e-05,2.9627068405066855e-05,4.857,4.528
7385318,1.4e-05,2.974325298704751e-05,4.854,4.527
5891125,1.41e-05,2.9859437569028164e-05,4.851,4.525
8270351,1.41e-05,2.997562215100882e-05,4.851,4.523
7385266,1.41e-05,3.0091806732989473e-05,4.851,4.522
3658821,1.42e-05,3.0207991314970128e-05,4.848,4.52
7855717,1.42e-05,3.0324175896950783e-05,4.848,4.518
1237501,1.42e-05,3.0440360478931437e-05,4.848,4.517
7385285,1.45e-05,3.055654506091209e-05,4.839,4.515
8989286,1.47e-05,3.067272964289274e-05,4.833,4.513
7385513,1.48e-05,3.07889142248734e-05,4.83,4.512
7385286,1.5e-05,3.090509880685405e-05,4.824,4.51
8270262,1.5e-05,3.102128338883471e-05,4.824,4.508
7385249,1.51e-05,3.113746797081536e-05,4.821,4.507
1237319,1.53e-05,3.125365255279602e-05,4.815,4.505
1237508,1.54e-05,3.136983713477667e-05,4.812,4.503
7385308,1.56e-05,3.148602171675732e-05,4.807,4.502
3658824,1.56e-05,3.160220629873798e-05,4.807,4.5
8270240,1.57e-05,3.171839088071863e-05,4.804,4.499
3755934,1.57e-05,3.183457546269929e-05,4.804,4.497
3505750,1.57e-05,3.195076004467994e-05,4.804,4.496
7385543,1.58e-05,3.20669446266606e-05,4.801,4.494
8156284,1.62e-05,3.218312920864125e-05,4.79,4.492
7855706,1.63e-05,3.229931379062191e-05,4.788,4.491
8270258,1.63e-05,3.241549837260256e-05,4.788,4.489
8270256,1.63e-05,3.253168295458322e-05,4.788,4.488
1237524,1.63e-05,3.264786753656387e-05,4.788,4.486
4579843,1.64e-05,3.2764052118544527e-05,4.785,4.485
1237418,1.66e-05,3.288023670052518e-05,4.78,4.483
7692714,1.67e-05,3.299642128250583e-05,4.777,4.482
7905690,1.67e-05,3.311260586448649e-05,4.777,4.48
8270058,1.67e-05,3.322879044646714e-05,4.777,4.478
5828039,1.72e-05,3.3344975028447796e-05,4.764,4.477
5184090,1.75e-05,3.346115961042845e-05,4.757,4.475
8270236,1.75e-05,3.3577344192409106e-05,4.757,4.474
1237399,1.76e-05,3.369352877438976e-05,4.754,4.472
8123845,1.76e-05,3.3809713356370415e-05,4.754,4.471
8270124,1.76e-05,3.3925897938351066e-05,4.754,4.469
7905860,1.78e-05,3.4042082520331724e-05,4.75,4.468
7385112,1.8e-05,3.4158267102312375e-05,4.745,4.467
7385138,1.8e-05,3.427445168429303e-05,4.745,4.465
8270239,1.84e-05,3.4390636266273685e-05,4.735,4.464
1237398,1.84e-05,3.4506820848254336e-05,4.735,4.462
5975315,1.85e-05,3.4623005430234994e-05,4.733,4.461
7692716,1.87e-05,3.4739190012215645e-05,4.728,4.459
1237411,1.9e-05,3.48553745941963e-05,4.721,4.458
8156301,1.91e-05,3.4971559176176955e-05,4.719,4.456
3658847,1.94e-05,3.508774375815761e-05,4.712,4.455
1237401,1.96e-05,3.5203928340138264e-05,4.708,4.453
8191340,1.99e-05,3.532011292211892e-05,4.701,4.452
5827987,2.01e-05,3.543629750409957e-05,4.697,4.451
3015626,2.03e-05,3.5552482086080224e-05,4.693,4.449
8123842,2.07e-05,3.566866666806088e-05,4.684,4.448
8270102,2.09e-05,3.5784851250041534e-05,4.68,4.446
1687052,2.11e-05,3.590103583202219e-05,4.676,4.445
1237381,2.13e-05,3.601722041400284e-05,4.672,4.443
5827982,2.13e-05,3.61334049959835e-05,4.672,4.442
5827985,2.14e-05,3.624958957796415e-05,4.67,4.441
7905757,2.15e-05,3.636577415994481e-05,4.668,4.439
804475,2.15e-05,3.648195874192546e-05,4.668,4.438
7855718,2.15e-05,3.659814332390612e-05,4.668,4.437
5890980,2.19e-05,3.671432790588677e-05,4.66,4.435
8270246,2.24e-05,3.683051248786742e-05,4.65,4.434
8123840,2.25e-05,3.694669706984808e-05,4.648,4.432
8270095,2.28e-05,3.706288165182873e-05,4.642,4.431
8270249,2.29e-05,3.717906623380939e-05,4.64,4.43
7385567,2.3e-05,3.729525081579004e-05,4.638,4.428
8270094,2.3e-05,3.74114353977707e-05,4.638,4.427
7855733,2.31e-05,3.752761997975135e-05,4.636,4.426
6432385,2.31e-05,3.764380456173201e-05,4.636,4.424
5183884,2.32e-05,3.775998914371266e-05,4.635,4.423
7691232,2.33e-05,3.787617372569332e-05,4.633,4.422
8270247,2.36e-05,3.799235830767397e-05,4.627,4.42
1237441,2.43e-05,3.810854288965462e-05,4.614,4.419
7855709,2.47e-05,3.822472747163528e-05,4.607,4.418
8123848,2.53e-05,3.834091205361593e-05,4.597,4.416
8270245,2.58e-05,3.845709663559659e-05,4.588,4.415
8123862,2.64e-05,3.857328121757724e-05,4.578,4.414
2357725,2.65e-05,3.8689465799557896e-05,4.577,4.412
5975268,2.66e-05,3.880565038153855e-05,4.575,4.411
7905712,2.66e-05,3.8921834963519205e-05,4.575,4.41
4665588,2.7e-05,3.903801954549986e-05,4.569,4.409
8913893,2.71e-05,3.9154204127480515e-05,4.567,4.407
5975319,2.74e-05,3.9270388709461166e-05,4.562,4.406
8123841,2.76e-05,3.938657329144182e-05,4.559,4.405
5975316,2.77e-05,3.9502757873422475e-05,4.558,4.403
7855712,2.78e-05,3.9618942455403126e-05,4.556,4.402
8270241,2.81e-05,3.9735127037383785e-05,4.551,4.401
8270244,2.81e-05,3.9851311619364436e-05,4.551,4.4
5975317,2.82e-05,3.9967496201345094e-05,4.55,4.398
7627209,2.83e-05,4.0083680783325745e-05,4.548,4.397
8481065,2.85e-05,4.01998653653064e-05,4.545,4.396
7385558,2.89e-05,4.0316049947287054e-05,4.539,4.395
3658725,2.92e-05,4.043223452926771e-05,4.535,4.393
5975320,2.93e-05,4.0548419111248364e-05,4.533,4.392
2357732,2.93e-05,4.0664603693229015e-05,4.533,4.391
2357737,2.93e-05,4.078078827520967e-05,4.533,4.39
1237396,2.94e-05,4.0896972857190324e-05,4.532,4.388
6091075,2.95e-05,4.101315743917098e-05,4.53,4.387
8270289,2.97e-05,4.1129342021151633e-05,4.527,4.386
6090977,2.97e-05,4.124552660313229e-05,4.527,4.385
5975321,2.97e-05,4.136171118511294e-05,4.527,4.383
8405954,3e-05,4.14778957670936e-05,4.523,4.382
6150,3.02e-05,4.159408034907425e-05,4.52,4.381
8156300,3.03e-05,4.171026493105491e-05,4.519,4.38
4379760,3.04e-05,4.182644951303556e-05,4.517,4.379
2357751,3.05e-05,4.194263409501622e-05,4.516,4.377
7905691,3.07e-05,4.205881867699687e-05,4.513,4.376
3755978,3.08e-05,4.217500325897752e-05,4.511,4.375
3506627,3.09e-05,4.229118784095818e-05,4.51,4.374
1109694,3.11e-05,4.240737242293883e-05,4.507,4.373
8989304,3.14e-05,4.252355700491949e-05,4.503,4.371
4849427,3.15e-05,4.263974158690014e-05,4.502,4.37
6091012,3.18e-05,4.27559261688808e-05,4.498,4.369
5827981,3.23e-05,4.287211075086145e-05,4.491,4.368
5975322,3.25e-05,4.298829533284211e-05,4.488,4.367
8405950,3.25e-05,4.310447991482276e-05,4.488,4.365
7855748,3.26e-05,4.322066449680342e-05,4.487,4.364
8270281,3.27e-05,4.333684907878407e-05,4.485,4.363
3755917,3.27e-05,4.345303366076472e-05,4.485,4.362
9143821,3.28e-05,4.356921824274538e-05,4.484,4.361
561643,3.32e-05,4.368540282472603e-05,4.479,4.36
7905696,3.32e-05,4.380158740670669e-05,4.479,4.359
7855698,3.33e-05,4.391777198868734e-05,4.478,4.357
7855741,3.34e-05,4.4033956570667996e-05,4.476,4.356
6091468,3.36e-05,4.415014115264865e-05,4.474,4.355
2357769,3.37e-05,4.4266325734629305e-05,4.472,4.354
4159812,3.4e-05,4.4382510316609956e-05,4.469,4.353
7905716,3.4e-05,4.4498694898590615e-05,4.469,4.352
5202998,3.4e-05,4.4614879480571266e-05,4.469,4.351
3658720,3.41e-05,4.473106406255192e-05,4.467,4.349
2161789,3.43e-05,4.4847248644532575e-05,4.465,4.348
8270353,3.43e-05,4.4963433226513226e-05,4.465,4.347
4849098,3.45e-05,4.5079617808493884e-05,4.462,4.346
8811276,3.46e-05,4.5195802390474536e-05,4.461,4.345
8989293,3.46e-05,4.5311986972455194e-05,4.461,4.344
7905698,3.48e-05,4.5428171554435845e-05,4.458,4.343
3751267,3.52e-05,4.55443561364165e-05,4.453,4.342
6091447,3.52e-05,4.5660540718397154e-05,4.453,4.34
7905707,3.54e-05,4.577672530037781e-05,4.451,4.339
7905840,3.55e-05,4.589290988235846e-05,4.45,4.338
2161775,3.56e-05,4.6009094464339115e-05,4.449,4.337
6091381,3.56e-05,4.612527904631977e-05,4.449,4.336
6091288,3.56e-05,4.6241463628300424e-05,4.449,4.335
6091318,3.56e-05,4.635764821028108e-05,4.449,4.334
8405943,3.6e-05,4.647383279226173e-05,4.444,4.333
3293237,3.66e-05,4.659001737424239e-05,4.437,4.332
7905697,3.68e-05,4.670620195622304e-05,4.434,4.331
7905701,3.69e-05,4.68223865382037e-05,4.433,4.33
3755936,3.71e-05,4.693857112018435e-05,4.431,4.328
7905699,3.71e-05,4.705475570216501e-05,4.431,4.327
7905711,3.74e-05,4.717094028414566e-05,4.427,4.326
7905705,3.75e-05,4.728712486612631e-05,4.426,4.325
6091243,3.8e-05,4.740330944810697e-05,4.42,4.324
6091182,3.81e-05,4.751949403008762e-05,4.419,4.323
7905706,3.82e-05,4.763567861206828e-05,4.418,4.322
7855735,3.87e-05,4.775186319404893e-05,4.412,4.321
5827972,3.89e-05,4.786804777602959e-05,4.41,4.32
7905702,3.89e-05,4.798423235801024e-05,4.41,4.319
7905752,3.9e-05,4.81004169399909e-05,4.409,4.318
1237317,3.9e-05,4.821660152197155e-05,4.409,4.317
7855749,3.91e-05,4.833278610395221e-05,4.408,4.316
6091203,3.91e-05,4.844897068593286e-05,4.408,4.315
3506463,3.98e-05,4.856515526791351e-05,4.4,4.314
1237541,3.98e-05,4.868133984989417e-05,4.4,4.313
8480970,3.98e-05,4.879752443187482e-05,4.4,4.312
2107179,3.99e-05,4.891370901385548e-05,4.399,4.311
7905700,3.99e-05,4.902989359583613e-05,4.399,4.31
7905710,3.99e-05,4.9146078177816786e-05,4.399,4.309
7905722,4e-05,4.926226275979744e-05,4.398,4.307
3616376,4e-05,4.9378447341778096e-05,4.398,4.306
3751316,4.02e-05,4.949463192375875e-05,4.396,4.305
8480969,4.08e-05,4.9610816505739405e-05,4.389,4.304
1285089,4.08e-05,4.9727001087720056e-05,4.389,4.303
1237564,4.14e-05,4.984318566970071e-05,4.383,4.302
3616379,4.16e-05,4.9959370251681366e-05,4.381,4.301
3506555,4.22e-05,5.007555483366202e-05,4.375,4.3
1237546,4.27e-05,5.0191739415642675e-05,4.37,4.299
3507113,4.28e-05,5.0307923997623326e-05,4.369,4.298
8270252,4.3e-05,5.0424108579603984e-05,4.367,4.297
2107066,4.35e-05,5.0540293161584635e-05,4.362,4.296
1396294,4.41e-05,5.065647774356529e-05,4.356,4.295
3658629,4.41e-05,5.0772662325545945e-05,4.356,4.294
8405960,4.56e-05,5.08888469075266e-05,4.341,4.293
3506480,4.58e-05,5.1005031489507254e-05,4.339,4.292
1237458,4.58e-05,5.112121607148791e-05,4.339,4.291
7625896,4.59e-05,5.123740065346856e-05,4.338,4.29
8270387,4.62e-05,5.1353585235449214e-05,4.335,4.289
7625901,4.64e-05,5.146976981742987e-05,4.333,4.288
6522988,4.66e-05,5.1585954399410524e-05,4.332,4.287
7625902,4.66e-05,5.170213898139118e-05,4.332,4.286
7625897,4.68e-05,5.181832356337183e-05,4.33,4.286
7855740,4.72e-05,5.193450814535249e-05,4.326,4.285
7625895,4.72e-05,5.205069272733314e-05,4.326,4.284
1396285,4.72e-05,5.21668773093138e-05,4.326,4.283
3002287,4.73e-05,5.228306189129445e-05,4.325,4.282
7625906,4.73e-05,5.239924647327511e-05,4.325,4.281
3658800,4.75e-05,5.251543105525576e-05,4.323,4.28
5203004,4.76e-05,5.263161563723641e-05,4.322,4.279
5827989,4.78e-05,5.274780021921707e-05,4.321,4.278
1237286,4.78e-05,5.286398480119772e-05,4.321,4.277
1740551,4.8e-05,5.298016938317838e-05,4.319,4.276
3293202,4.81e-05,5.309635396515903e-05,4.318,4.275
7625905,4.81e-05,5.321253854713969e-05,4.318,4.274
7385595,4.82e-05,5.332872312912034e-05,4.317,4.273
